abs_code,season,immunised,reference_population,immunisation_intensity_raw,immunisation_intensity,intensity_issue
146,2023-2024,230,126,1.82539682539683,1.00396825396825,valid
147,2023-2024,166,89,1.86516853932584,1.02584269662921,valid
148,2023-2024,186,112,1.66071428571429,0.913392857142857,valid
149,2023-2024,318,202,1.57425742574257,0.865841584158416,valid
150,2023-2024,150,89,1.68539325842697,0.926966292134831,valid
152,2023-2024,214,119,1.79831932773109,0.989075630252101,valid
153,2023-2024,198,112,1.76785714285714,0.972321428571428,valid
154,2023-2024,248,160,1.55,0.8525,valid
155,2023-2024,202,110,1.83636363636364,1.01,valid
156,2023-2024,236,136,1.73529411764706,0.954411764705882,valid
157,2023-2024,170,101,1.68316831683168,0.925742574257426,valid
158,2023-2024,152,89,1.70786516853933,0.939325842696629,valid
159,2023-2024,94,59,1.59322033898305,0.876271186440678,valid
160,2023-2024,344,204,1.68627450980392,0.927450980392157,valid
161,2023-2024,434,253,1.71541501976285,0.943478260869565,valid
162,2023-2024,148,85,1.74117647058824,0.957647058823529,valid
163,2023-2024,148,85,1.74117647058824,0.957647058823529,valid
164,2023-2024,342,200,1.71,0.9405,valid
165,2023-2024,152,98,1.55102040816327,0.853061224489796,valid
166,2023-2024,130,101,1.28712871287129,0.707920792079208,valid
167,2023-2024,68,36,1.88888888888889,1.03888888888889,valid
168,2023-2024,216,131,1.64885496183206,0.906870229007634,valid
169,2023-2024,34,21,1.61904761904762,0.890476190476191,valid
171,2023-2024,478,256,1.8671875,1.026953125,valid
172,2023-2024,262,161,1.62732919254658,0.895031055900621,valid
173,2023-2024,274,159,1.72327044025157,0.947798742138365,valid
174,2023-2024,64,36,1.77777777777778,0.977777777777778,valid
175,2023-2024,164,96,1.70833333333333,0.939583333333333,valid
177,2023-2024,66,43,1.53488372093023,0.844186046511628,valid
178,2023-2024,90,59,1.52542372881356,0.838983050847458,valid
179,2023-2024,52,35,1.48571428571429,0.817142857142857,valid
180,2023-2024,26,18,1.44444444444444,0.794444444444445,valid
181,2023-2024,20,13,1.53846153846154,0.846153846153846,valid
182,2023-2024,258,154,1.67532467532468,0.921428571428572,valid
183,2023-2024,298,179,1.66480446927374,0.915642458100559,valid
184,2023-2024,140,86,1.62790697674419,0.895348837209302,valid
185,2023-2024,66,45,1.46666666666667,0.806666666666667,valid
186,2023-2024,310,192,1.61458333333333,0.888020833333333,valid
187,2023-2024,170,96,1.77083333333333,0.973958333333333,valid
188,2023-2024,134,80,1.675,0.92125,valid
189,2023-2024,252,180,1.4,0.77,valid
190,2023-2024,348,207,1.68115942028986,0.92463768115942,valid
191,2023-2024,242,131,1.84732824427481,1.01603053435115,valid
192,2023-2024,324,173,1.8728323699422,1.03005780346821,valid
193,2023-2024,228,126,1.80952380952381,0.995238095238095,valid
194,2023-2024,204,118,1.72881355932203,0.950847457627119,valid
196,2023-2024,326,180,1.81111111111111,0.996111111111111,valid
197,2023-2024,404,231,1.74891774891775,0.961904761904762,valid
198,2023-2024,162,98,1.6530612244898,0.909183673469388,valid
199,2023-2024,628,369,1.70189701897019,0.936043360433604,valid
