campanya,codi_abs,recompte,poblacio,index_socioeconomic,sexe
VRS: Campanya 2025,144,116,62,4,Home
VRS: Campanya 2025,144,142,73,4,Dona
VRS: Campanya 2025,145,140,72,4,Home
VRS: Campanya 2025,145,140,71,4,Dona
VRS: Campanya 2025,146,126,64,3,Home
VRS: Campanya 2025,146,146,74,3,Dona
VRS: Campanya 2025,147,60,32,3,Home
VRS: Campanya 2025,147,72,39,3,Dona
VRS: Campanya 2025,148,114,58,4,Home
VRS: Campanya 2025,148,132,67,4,Dona
VRS: Campanya 2025,149,186,101,3,Home
VRS: Campanya 2025,149,196,104,3,Dona
VRS: Campanya 2025,150,58,34,3,Home
VRS: Campanya 2025,150,72,38,3,Dona
VRS: Campanya 2025,152,100,51,2,Dona
VRS: Campanya 2025,152,104,60,2,Home
VRS: Campanya 2025,153,104,56,3,Home
VRS: Campanya 2025,153,84,43,3,Dona
VRS: Campanya 2025,154,134,82,4,Home
VRS: Campanya 2025,154,124,70,4,Dona
VRS: Campanya 2025,155,124,65,3,Dona
VRS: Campanya 2025,155,70,36,3,Home
VRS: Campanya 2025,156,134,71,4,Home
VRS: Campanya 2025,156,98,52,4,Dona
VRS: Campanya 2025,157,120,67,4,Dona
VRS: Campanya 2025,157,108,60,4,Home
VRS: Campanya 2025,158,112,61,4,Home
VRS: Campanya 2025,158,72,42,4,Dona
VRS: Campanya 2025,159,80,46,3,Dona
VRS: Campanya 2025,159,66,37,3,Home
VRS: Campanya 2025,160,156,83,2,Dona
VRS: Campanya 2025,160,238,128,2,Home
VRS: Campanya 2025,161,248,134,3,Dona
VRS: Campanya 2025,161,284,151,3,Home
VRS: Campanya 2025,162,74,40,3,Dona
VRS: Campanya 2025,162,118,59,3,Home
VRS: Campanya 2025,163,96,52,4,Home
VRS: Campanya 2025,163,86,47,4,Dona
VRS: Campanya 2025,164,180,99,3,Home
VRS: Campanya 2025,164,222,115,3,Dona
VRS: Campanya 2025,165,76,41,3,Home
VRS: Campanya 2025,165,62,33,3,Dona
VRS: Campanya 2025,166,70,36,3,Dona
VRS: Campanya 2025,166,76,39,3,Home
VRS: Campanya 2025,167,54,29,3,Dona
VRS: Campanya 2025,167,48,24,3,Home
VRS: Campanya 2025,168,158,82,3,Dona
VRS: Campanya 2025,168,156,83,3,Home
VRS: Campanya 2025,169,18,13,3,Dona
VRS: Campanya 2025,169,16,10,3,Home
VRS: Campanya 2025,171,308,158,3,Home
VRS: Campanya 2025,171,260,140,3,Dona
VRS: Campanya 2025,172,204,104,4,Home
VRS: Campanya 2025,172,184,97,4,Dona
VRS: Campanya 2025,173,154,78,3,Dona
VRS: Campanya 2025,173,132,70,3,Home
VRS: Campanya 2025,174,42,23,3,Dona
VRS: Campanya 2025,174,20,14,3,Home
VRS: Campanya 2025,175,72,41,3,Home
VRS: Campanya 2025,175,112,62,3,Dona
VRS: Campanya 2025,177,52,33,3,Home
VRS: Campanya 2025,177,42,22,3,Dona
VRS: Campanya 2025,178,60,31,3,Dona
VRS: Campanya 2025,178,36,20,3,Home
VRS: Campanya 2025,179,38,19,3,Home
VRS: Campanya 2025,179,26,14,3,Dona
VRS: Campanya 2025,180,14,8,3,Dona
VRS: Campanya 2025,180,24,14,3,Home
VRS: Campanya 2025,181,20,10,3,Home
VRS: Campanya 2025,181,20,11,3,Dona
VRS: Campanya 2025,182,106,58,3,Home
VRS: Campanya 2025,182,122,63,3,Dona
VRS: Campanya 2025,183,156,82,3,Home
VRS: Campanya 2025,183,170,89,3,Dona
VRS: Campanya 2025,184,78,42,4,Dona
VRS: Campanya 2025,184,82,44,4,Home
VRS: Campanya 2025,185,36,19,3,Home
VRS: Campanya 2025,185,34,18,3,Dona
VRS: Campanya 2025,186,182,100,3,Dona
VRS: Campanya 2025,186,204,113,3,Home
VRS: Campanya 2025,187,54,30,3,Dona
VRS: Campanya 2025,187,80,44,3,Home
VRS: Campanya 2025,188,70,37,3,Dona
VRS: Campanya 2025,188,80,43,3,Home
VRS: Campanya 2025,189,170,94,4,Home
VRS: Campanya 2025,189,160,88,4,Dona
VRS: Campanya 2025,190,210,109,1,Home
VRS: Campanya 2025,190,216,114,1,Dona
VRS: Campanya 2025,191,126,65,3,Dona
VRS: Campanya 2025,191,150,76,3,Home
VRS: Campanya 2025,192,196,101,3,Home
VRS: Campanya 2025,192,174,89,3,Dona
VRS: Campanya 2025,193,108,55,4,Dona
VRS: Campanya 2025,193,132,68,4,Home
VRS: Campanya 2025,194,102,53,4,Dona
VRS: Campanya 2025,194,84,42,4,Home
VRS: Campanya 2025,196,142,79,3,Home
VRS: Campanya 2025,196,140,75,3,Dona
VRS: Campanya 2025,197,240,129,4,Home
VRS: Campanya 2025,197,202,103,4,Dona
VRS: Campanya 2025,198,108,58,4,Dona
VRS: Campanya 2025,198,98,54,4,Home
VRS: Campanya 2025,199,274,143,4,Dona
VRS: Campanya 2025,199,352,184,4,Home
VRS: Campanya 2025,200,54,29,3,Dona
VRS: Campanya 2025,200,48,24,3,Home
VRS: Campanya 2025,201,126,66,3,Home
VRS: Campanya 2025,201,146,75,3,Dona
VRS: Campanya 2025,202,198,116,3,Home
VRS: Campanya 2025,202,200,118,3,Dona
VRS: Campanya 2025,203,114,66,3,Home
VRS: Campanya 2025,203,90,55,3,Dona
VRS: Campanya 2025,204,88,46,4,Home
VRS: Campanya 2025,204,72,36,4,Dona
VRS: Campanya 2025,205,138,74,3,Home
VRS: Campanya 2025,205,90,47,3,Dona
VRS: Campanya 2025,206,150,77,3,Home
VRS: Campanya 2025,206,108,57,3,Dona
VRS: Campanya 2025,207,226,121,3,Home
VRS: Campanya 2025,207,152,90,3,Dona
VRS: Campanya 2025,208,194,102,3,Home
VRS: Campanya 2025,208,178,93,3,Dona
VRS: Campanya 2025,209,94,51,2,Dona
VRS: Campanya 2025,209,116,62,2,Home
VRS: Campanya 2025,210,162,90,2,Dona
VRS: Campanya 2025,210,152,88,2,Home
VRS: Campanya 2025,211,88,45,2,Home
VRS: Campanya 2025,211,74,38,2,Dona
VRS: Campanya 2025,212,44,24,3,Dona
VRS: Campanya 2025,212,50,29,3,Home
VRS: Campanya 2025,213,110,57,2,Home
VRS: Campanya 2025,213,126,66,2,Dona
VRS: Campanya 2025,214,134,72,3,Home
VRS: Campanya 2025,214,84,47,3,Dona
VRS: Campanya 2025,215,86,46,3,Home
VRS: Campanya 2025,215,66,37,3,Dona
VRS: Campanya 2025,216,152,82,1,Home
VRS: Campanya 2025,216,102,61,1,Dona
VRS: Campanya 2025,217,24,15,3,Home
VRS: Campanya 2025,217,22,11,3,Dona
VRS: Campanya 2025,218,170,96,3,Dona
VRS: Campanya 2025,218,166,96,3,Home
VRS: Campanya 2025,219,104,54,3,Dona
VRS: Campanya 2025,219,94,49,3,Home
VRS: Campanya 2025,221,132,69,3,Home
VRS: Campanya 2025,221,86,44,3,Dona
VRS: Campanya 2025,222,134,74,3,Home
VRS: Campanya 2025,222,118,60,3,Dona
VRS: Campanya 2025,223,88,46,4,Dona
VRS: Campanya 2025,223,124,66,4,Home
VRS: Campanya 2025,224,84,46,4,Dona
VRS: Campanya 2025,224,116,62,4,Home
VRS: Campanya 2025,225,96,51,3,Home
VRS: Campanya 2025,225,112,57,3,Dona
VRS: Campanya 2025,226,180,100,4,Home
VRS: Campanya 2025,226,176,92,4,Dona
VRS: Campanya 2025,228,32,16,3,Home
VRS: Campanya 2025,228,20,11,3,Dona
VRS: Campanya 2025,229,66,34,4,Dona
VRS: Campanya 2025,229,92,48,4,Home
VRS: Campanya 2025,230,108,61,3,Dona
VRS: Campanya 2025,230,132,72,3,Home
VRS: Campanya 2025,231,88,47,3,Dona
VRS: Campanya 2025,231,96,49,3,Home
VRS: Campanya 2025,232,56,28,4,Dona
VRS: Campanya 2025,232,52,29,4,Home
VRS: Campanya 2025,233,82,51,3,Dona
VRS: Campanya 2025,233,118,66,3,Home
VRS: Campanya 2025,234,152,81,4,Home
VRS: Campanya 2025,234,146,83,4,Dona
VRS: Campanya 2025,235,144,75,2,Dona
VRS: Campanya 2025,235,104,54,2,Home
VRS: Campanya 2025,236,66,33,3,Dona
VRS: Campanya 2025,236,90,45,3,Home
VRS: Campanya 2025,237,34,17,3,Dona
VRS: Campanya 2025,237,60,33,3,Home
VRS: Campanya 2025,238,104,55,2,Home
VRS: Campanya 2025,238,110,57,2,Dona
VRS: Campanya 2025,239,90,48,4,Dona
VRS: Campanya 2025,239,120,62,4,Home
VRS: Campanya 2025,240,174,97,4,Home
VRS: Campanya 2025,240,164,88,4,Dona
VRS: Campanya 2025,241,192,106,3,Home
VRS: Campanya 2025,241,184,98,3,Dona
VRS: Campanya 2025,242,106,58,2,Dona
VRS: Campanya 2025,242,110,60,2,Home
VRS: Campanya 2025,243,78,44,3,Home
VRS: Campanya 2025,243,76,40,3,Dona
VRS: Campanya 2025,244,92,46,2,Dona
VRS: Campanya 2025,244,82,46,2,Home
VRS: Campanya 2025,245,212,111,3,Dona
VRS: Campanya 2025,245,176,96,3,Home
VRS: Campanya 2025,246,48,26,3,Home
VRS: Campanya 2025,246,74,39,3,Dona
VRS: Campanya 2025,247,270,146,2,Home
VRS: Campanya 2025,247,228,129,2,Dona
VRS: Campanya 2025,248,276,147,4,Home
VRS: Campanya 2025,248,244,128,4,Dona
VRS: Campanya 2025,249,78,41,3,Home
VRS: Campanya 2025,249,58,30,3,Dona
VRS: Campanya 2025,250,210,109,3,Home
VRS: Campanya 2025,250,174,100,3,Dona
VRS: Campanya 2025,251,230,128,3,Home
VRS: Campanya 2025,251,300,160,3,Dona
VRS: Campanya 2025,252,254,142,3,Home
VRS: Campanya 2025,252,216,115,3,Dona
VRS: Campanya 2025,253,82,44,2,Home
VRS: Campanya 2025,253,68,36,2,Dona
VRS: Campanya 2025,254,102,55,3,Home
VRS: Campanya 2025,254,116,67,3,Dona
VRS: Campanya 2025,255,206,109,3,Home
VRS: Campanya 2025,255,152,82,3,Dona
VRS: Campanya 2025,256,186,94,3,Dona
VRS: Campanya 2025,256,136,70,3,Home
VRS: Campanya 2025,257,280,148,3,Home
VRS: Campanya 2025,257,214,116,3,Dona
VRS: Campanya 2025,258,92,52,3,Dona
VRS: Campanya 2025,258,118,63,3,Home
VRS: Campanya 2025,259,52,26,3,Home
VRS: Campanya 2025,259,50,28,3,Dona
VRS: Campanya 2025,260,38,21,4,Dona
VRS: Campanya 2025,260,52,31,4,Home
VRS: Campanya 2025,261,138,79,3,Dona
VRS: Campanya 2025,261,160,85,3,Home
VRS: Campanya 2025,262,70,37,4,Dona
VRS: Campanya 2025,262,88,47,4,Home
VRS: Campanya 2025,263,166,90,3,Home
VRS: Campanya 2025,263,154,81,3,Dona
VRS: Campanya 2025,265,152,86,3,Home
VRS: Campanya 2025,265,174,92,3,Dona
VRS: Campanya 2025,266,108,61,3,Home
VRS: Campanya 2025,266,108,58,3,Dona
VRS: Campanya 2025,267,54,30,3,Dona
VRS: Campanya 2025,267,98,54,3,Home
VRS: Campanya 2025,269,72,37,4,Dona
VRS: Campanya 2025,269,96,54,4,Home
VRS: Campanya 2025,271,98,55,2,Dona
VRS: Campanya 2025,271,104,56,2,Home
VRS: Campanya 2025,272,82,43,2,Dona
VRS: Campanya 2025,272,64,34,2,Home
VRS: Campanya 2025,273,100,52,2,Dona
VRS: Campanya 2025,273,96,54,2,Home
VRS: Campanya 2025,274,96,51,2,Dona
VRS: Campanya 2025,274,130,72,2,Home
VRS: Campanya 2025,275,128,70,3,Home
VRS: Campanya 2025,275,110,62,3,Dona
VRS: Campanya 2025,276,148,88,4,Home
VRS: Campanya 2025,276,140,74,4,Dona
VRS: Campanya 2025,277,152,77,4,Home
VRS: Campanya 2025,277,114,57,4,Dona
VRS: Campanya 2025,279,74,41,3,Home
VRS: Campanya 2025,279,64,35,3,Dona
VRS: Campanya 2025,280,86,43,4,Dona
VRS: Campanya 2025,280,112,57,4,Home
VRS: Campanya 2025,281,90,48,4,Home
VRS: Campanya 2025,281,58,30,4,Dona
VRS: Campanya 2025,282,130,70,3,Home
VRS: Campanya 2025,282,88,45,3,Dona
VRS: Campanya 2025,283,70,37,4,Home
VRS: Campanya 2025,283,48,25,4,Dona
VRS: Campanya 2025,284,138,74,4,Dona
VRS: Campanya 2025,284,144,78,4,Home
VRS: Campanya 2025,285,154,85,3,Dona
VRS: Campanya 2025,285,224,121,3,Home
VRS: Campanya 2025,286,184,97,2,Dona
VRS: Campanya 2025,286,172,90,2,Home
VRS: Campanya 2025,287,64,33,3,Dona
VRS: Campanya 2025,287,102,54,3,Home
VRS: Campanya 2025,288,174,95,3,Dona
VRS: Campanya 2025,288,238,126,3,Home
VRS: Campanya 2025,289,168,97,3,Dona
VRS: Campanya 2025,289,170,90,3,Home
VRS: Campanya 2025,290,172,91,4,Dona
VRS: Campanya 2025,290,184,97,4,Home
VRS: Campanya 2025,291,208,114,4,Home
VRS: Campanya 2025,291,224,122,4,Dona
VRS: Campanya 2025,292,166,86,2,Home
VRS: Campanya 2025,292,134,72,2,Dona
VRS: Campanya 2025,293,118,61,3,Dona
VRS: Campanya 2025,293,156,81,3,Home
VRS: Campanya 2025,294,202,105,4,Home
VRS: Campanya 2025,294,164,86,4,Dona
VRS: Campanya 2025,295,218,115,4,Home
VRS: Campanya 2025,295,210,110,4,Dona
VRS: Campanya 2025,296,252,137,4,Dona
VRS: Campanya 2025,296,220,126,4,Home
VRS: Campanya 2025,297,38,19,3,Home
VRS: Campanya 2025,297,62,36,3,Dona
VRS: Campanya 2025,298,58,33,4,Dona
VRS: Campanya 2025,298,64,35,4,Home
VRS: Campanya 2025,299,112,61,3,Home
VRS: Campanya 2025,299,120,63,3,Dona
VRS: Campanya 2025,300,58,34,4,Dona
VRS: Campanya 2025,300,62,32,4,Home
VRS: Campanya 2025,302,206,105,3,Home
VRS: Campanya 2025,302,242,124,3,Dona
VRS: Campanya 2025,303,148,79,4,Home
VRS: Campanya 2025,303,84,48,4,Dona
VRS: Campanya 2025,304,174,92,3,Dona
VRS: Campanya 2025,304,228,120,3,Home
VRS: Campanya 2025,305,124,65,2,Home
VRS: Campanya 2025,305,108,60,2,Dona
VRS: Campanya 2025,306,130,72,4,Dona
VRS: Campanya 2025,306,162,89,4,Home
VRS: Campanya 2025,307,206,106,4,Home
VRS: Campanya 2025,307,154,82,4,Dona
VRS: Campanya 2025,309,218,118,3,Home
VRS: Campanya 2025,309,178,100,3,Dona
VRS: Campanya 2025,310,142,81,3,Home
VRS: Campanya 2025,310,158,89,3,Dona
VRS: Campanya 2025,311,110,60,3,Home
VRS: Campanya 2025,311,146,76,3,Dona
VRS: Campanya 2025,312,166,94,4,Dona
VRS: Campanya 2025,312,166,88,4,Home
VRS: Campanya 2025,314,82,44,3,Dona
VRS: Campanya 2025,314,82,44,3,Home
VRS: Campanya 2025,315,188,102,3,Home
VRS: Campanya 2025,315,230,119,3,Dona
VRS: Campanya 2025,316,118,62,3,Home
VRS: Campanya 2025,316,124,64,3,Dona
VRS: Campanya 2025,317,152,84,3,Dona
VRS: Campanya 2025,317,124,66,3,Home
VRS: Campanya 2025,319,122,65,2,Dona
VRS: Campanya 2025,319,120,60,2,Home
VRS: Campanya 2025,320,182,96,3,Dona
VRS: Campanya 2025,320,154,82,3,Home
VRS: Campanya 2025,322,70,36,4,Home
VRS: Campanya 2025,322,60,30,4,Dona
VRS: Campanya 2025,324,30,20,3,Home
VRS: Campanya 2025,324,40,20,3,Dona
VRS: Campanya 2025,325,114,61,4,Dona
VRS: Campanya 2025,325,146,78,4,Home
VRS: Campanya 2025,326,190,108,2,Home
VRS: Campanya 2025,326,202,110,2,Dona
VRS: Campanya 2025,327,148,81,4,Home
VRS: Campanya 2025,327,122,65,4,Dona
VRS: Campanya 2025,328,74,39,4,Dona
VRS: Campanya 2025,328,50,25,4,Home
VRS: Campanya 2025,329,50,25,3,Dona
VRS: Campanya 2025,329,46,25,3,Home
VRS: Campanya 2025,330,84,50,3,Home
VRS: Campanya 2025,330,84,45,3,Dona
VRS: Campanya 2025,331,104,58,2,Dona
VRS: Campanya 2025,331,96,54,2,Home
VRS: Campanya 2025,333,54,27,3,Home
VRS: Campanya 2025,333,36,18,3,Dona
VRS: Campanya 2025,334,46,23,3,Dona
VRS: Campanya 2025,334,52,27,3,Home
VRS: Campanya 2025,335,88,52,2,Home
VRS: Campanya 2025,335,98,53,2,Dona
VRS: Campanya 2025,336,118,63,4,Dona
VRS: Campanya 2025,336,114,62,4,Home
VRS: Campanya 2025,337,66,34,3,Home
VRS: Campanya 2025,337,58,30,3,Dona
VRS: Campanya 2025,338,122,65,4,Home
VRS: Campanya 2025,338,118,64,4,Dona
VRS: Campanya 2025,339,196,110,3,Home
VRS: Campanya 2025,339,192,101,3,Dona
VRS: Campanya 2025,340,112,61,4,Dona
VRS: Campanya 2025,340,122,70,4,Home
VRS: Campanya 2025,341,152,83,4,Dona
VRS: Campanya 2025,341,128,67,4,Home
VRS: Campanya 2025,342,180,94,4,Home
VRS: Campanya 2025,342,170,94,4,Dona
VRS: Campanya 2025,343,26,13,3,Home
VRS: Campanya 2025,343,36,18,3,Dona
VRS: Campanya 2025,344,64,34,3,Home
VRS: Campanya 2025,344,60,32,3,Dona
VRS: Campanya 2025,345,166,86,3,Dona
VRS: Campanya 2025,345,162,87,3,Home
VRS: Campanya 2025,346,28,14,3,Dona
VRS: Campanya 2025,346,36,21,3,Home
VRS: Campanya 2025,347,34,20,2,Dona
VRS: Campanya 2025,347,38,21,2,Home
VRS: Campanya 2025,348,146,77,3,Home
VRS: Campanya 2025,348,140,77,3,Dona
VRS: Campanya 2025,349,136,76,3,Home
VRS: Campanya 2025,349,110,62,3,Dona
VRS: Campanya 2025,350,164,86,2,Home
VRS: Campanya 2025,350,164,83,2,Dona
VRS: Campanya 2025,351,212,113,3,Dona
VRS: Campanya 2025,351,166,84,3,Home
VRS: Campanya 2025,352,94,47,4,Home
VRS: Campanya 2025,352,78,43,4,Dona
VRS: Campanya 2025,353,88,44,2,Dona
VRS: Campanya 2025,353,116,62,2,Home
VRS: Campanya 2025,354,40,24,2,Home
VRS: Campanya 2025,354,40,24,2,Dona
VRS: Campanya 2025,355,52,32,2,Home
VRS: Campanya 2025,355,80,41,2,Dona
VRS: Campanya 2025,356,152,86,3,Home
VRS: Campanya 2025,356,156,87,3,Dona
VRS: Campanya 2025,357,118,68,3,Home
VRS: Campanya 2025,357,156,88,3,Dona
VRS: Campanya 2025,358,138,72,2,Home
VRS: Campanya 2025,358,98,52,2,Dona
VRS: Campanya 2025,359,150,83,3,Home
VRS: Campanya 2025,359,196,103,3,Dona
VRS: Campanya 2025,360,182,101,3,Home
VRS: Campanya 2025,360,184,101,3,Dona
VRS: Campanya 2025,361,108,65,2,Home
VRS: Campanya 2025,361,132,70,2,Dona
VRS: Campanya 2025,362,82,43,2,Home
VRS: Campanya 2025,362,86,45,2,Dona
VRS: Campanya 2025,363,82,44,1,Home
VRS: Campanya 2025,363,98,50,1,Dona
VRS: Campanya 2025,364,64,35,2,Dona
VRS: Campanya 2025,364,78,43,2,Home
VRS: Campanya 2025,365,168,94,3,Dona
VRS: Campanya 2025,365,188,104,3,Home
VRS: Campanya 2025,366,130,74,2,Dona
VRS: Campanya 2025,366,156,89,2,Home
VRS: Campanya 2025,367,58,30,2,Dona
VRS: Campanya 2025,367,66,37,2,Home
VRS: Campanya 2025,368,168,88,4,Home
VRS: Campanya 2025,368,162,85,4,Dona
VRS: Campanya 2025,369,128,69,2,Dona
VRS: Campanya 2025,369,100,52,2,Home
VRS: Campanya 2025,370,68,34,3,Dona
VRS: Campanya 2025,370,74,41,3,Home
VRS: Campanya 2025,371,140,75,3,Home
VRS: Campanya 2025,371,156,82,3,Dona
VRS: Campanya 2025,372,122,63,3,Home
VRS: Campanya 2025,372,106,55,3,Dona
VRS: Campanya 2025,373,62,34,2,Dona
VRS: Campanya 2025,373,40,22,2,Home
VRS: Campanya 2025,374,128,67,3,Dona
VRS: Campanya 2025,374,150,79,3,Home
VRS: Campanya 2025,375,84,42,3,Home
VRS: Campanya 2025,375,82,44,3,Dona
VRS: Campanya 2025,376,156,79,3,Home
VRS: Campanya 2025,376,156,83,3,Dona
VRS: Campanya 2025,377,60,35,3,Home
VRS: Campanya 2025,377,56,30,3,Dona
VRS: Campanya 2025,378,88,46,3,Home
VRS: Campanya 2025,378,92,48,3,Dona
VRS: Campanya 2025,379,128,66,3,Dona
VRS: Campanya 2025,379,110,56,3,Home
VRS: Campanya 2025,380,106,59,3,Home
VRS: Campanya 2025,380,112,61,3,Dona
VRS: Campanya 2025,383,118,64,3,Home
VRS: Campanya 2025,383,102,57,3,Dona
VRS: Campanya 2025,384,68,37,3,Home
VRS: Campanya 2025,384,80,43,3,Dona
VRS: Campanya 2025,385,128,68,3,Home
VRS: Campanya 2025,385,128,66,3,Dona
VRS: Campanya 2025,386,92,52,3,Dona
VRS: Campanya 2025,386,122,64,3,Home
VRS: Campanya 2025,387,82,47,3,Home
VRS: Campanya 2025,387,76,42,3,Dona
VRS: Campanya 2025,388,164,87,1,Home
VRS: Campanya 2025,388,180,96,1,Dona
VRS: Campanya 2025,389,182,99,1,Home
VRS: Campanya 2025,389,156,85,1,Dona
VRS: Campanya 2025,390,248,129,1,Home
VRS: Campanya 2025,390,232,124,1,Dona
VRS: Campanya 2025,391,90,50,3,Home
VRS: Campanya 2025,391,94,52,3,Dona
VRS: Campanya 2025,392,80,42,3,Dona
VRS: Campanya 2025,392,128,72,3,Home
VRS: Campanya 2025,393,120,66,3,Dona
VRS: Campanya 2025,393,124,67,3,Home
VRS: Campanya 2025,394,128,69,3,Dona
VRS: Campanya 2025,394,112,62,3,Home
VRS: Campanya 2025,395,172,91,2,Dona
VRS: Campanya 2025,395,194,101,2,Home
VRS: Campanya 2025,396,124,62,2,Dona
VRS: Campanya 2025,396,138,76,2,Home
VRS: Campanya 2025,397,150,76,3,Home
VRS: Campanya 2025,397,128,64,3,Dona
VRS: Campanya 2025,398,184,96,3,Home
VRS: Campanya 2025,398,160,88,3,Dona
VRS: Campanya 2025,399,62,33,-1,Home
VRS: Campanya 2025,399,60,32,-1,Dona
VRS: Campanya 2025,400,150,80,3,Home
VRS: Campanya 2025,400,142,78,3,Dona
VRS: Campanya 2025,401,120,68,3,Home
VRS: Campanya 2025,401,160,85,3,Dona
VRS: Campanya 2025,402,102,54,3,Home
VRS: Campanya 2025,402,86,46,3,Dona
VRS: Campanya 2025,403,180,99,3,Home
VRS: Campanya 2025,403,164,83,3,Dona
VRS: Campanya 2025,404,136,74,-1,Home
VRS: Campanya 2025,404,134,74,-1,Dona
VRS: Campanya 2025,405,118,60,-1,Dona
VRS: Campanya 2025,405,120,66,-1,Home
VRS: Campanya 2025,406,136,74,-1,Home
VRS: Campanya 2025,406,116,64,-1,Dona
VRS: Campanya 2025,408,60,33,-1,Dona
VRS: Campanya 2025,408,62,32,-1,Home
VRS: Campanya 2025,409,44,22,-1,Home
VRS: Campanya 2025,409,58,30,-1,Dona
