rep,scenario,method,component,interval_type,true,estimate,lower,upper,se,rhat,ess_bulk,divergences,max_treedepth_hits,shift_rmse,speed_rmse,phi_estimate,beta_time_estimate,error
358,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.708549662069456,-0.966299039098787,-0.450800285040126,0.131504784198638,,,,,,,,,
359,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.34118927588712,-0.582087808310559,-0.10029074346368,0.122907414501755,,,,,,,,,
359,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.393755162136699,-0.494025320300569,-0.293485003972829,0.0511582439611582,,,,,,,,,
359,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.340471225574699,-0.581401392217131,-0.099541058932266,0.122923554409404,,,,,,,,,
360,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.631800857954862,-0.867047266622353,-0.396554449287371,0.120023677891577,,,,,,,,,
360,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.285356331446449,-0.377868785069464,-0.192843877823435,0.0472002314403135,,,,,,,,,
360,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.625014551888768,-0.860664851587437,-0.389364252190099,0.120229744744219,,,,,,,,,
361,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.467859175175562,-0.766167484153032,-0.169550866198092,0.15219811682524,,,,,,,,,
361,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.358264981183739,-0.463585139292775,-0.252944823074704,0.0537347745454264,,,,,,,,,
361,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.470138065613204,-0.768555493917345,-0.171720637309064,0.152253789951092,,,,,,,,,
362,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.244854773298582,-0.669051567632107,0.179342021034942,0.216426935884451,,,,,,,,,
362,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.627826084694337,-0.713163305089088,-0.542488864299585,0.0435393981605877,,,,,,,,,
362,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.245862278512064,-0.669411293608679,0.177686736584551,0.216096436273783,,,,,,,,,
363,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.470588257517973,-0.76635175059863,-0.174824764437315,0.150899741367682,,,,,,,,,
363,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.534313860412749,-0.648563717867588,-0.420064002957911,0.0582907435994076,,,,,,,,,
363,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.471235050244662,-0.76708336186175,-0.175386738627574,0.150943016131167,,,,,,,,,
364,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.71578163530464,-0.999447123214849,-0.432116147394431,0.144727289750107,,,,,,,,,
364,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.520917321885048,-0.597107913488774,-0.444726730281322,0.0388727508182276,,,,,,,,,
364,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.715429627342701,-0.999129289459172,-0.431729965226229,0.144744725569628,,,,,,,,,
365,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.537951880108247,-0.738981235407602,-0.336922524808891,0.102565997601712,,,,,,,,,
365,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.453656268676278,-0.516675545165742,-0.390636992186814,0.0321526920864614,,,,,,,,,
365,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.539122384256917,-0.740144526478262,-0.338100242035571,0.10256231745987,,,,,,,,,
366,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.467122135900384,-0.727955554850464,-0.206288716950305,0.13307827497453,,,,,,,,,
366,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.435806848910394,-0.535176261584247,-0.336437436236542,0.050698679935639,,,,,,,,,
366,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.467031572717075,-0.727943574334991,-0.206119571099158,0.133118368172406,,,,,,,,,
367,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.408377104546486,-0.845052526931625,0.0282983178386539,0.222793582849561,,,,,,,,,
367,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-1.04380314369212,-1.16702490112493,-0.920581386259311,0.0628682435881677,,,,,,,,,
367,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.407961521401761,-0.844819263276256,0.0288962204727339,0.222886602997191,,,,,,,,,
368,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.347023808708431,-0.597201669457912,-0.0968459479589491,0.127641765688511,,,,,,,,,
368,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.13576641545471,-0.225908839027746,-0.0456239918816735,0.0459910324352225,,,,,,,,,
368,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.349319716395122,-0.599246152892461,-0.0993932798977821,0.127513488008847,,,,,,,,,
369,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.492845478575522,-0.771660801750274,-0.214030155400771,0.142252715905485,,,,,,,,,
369,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.395002654644469,-0.511269851276264,-0.278735458012674,0.0593199982815282,,,,,,,,,
369,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.485688243784311,-0.764464134060705,-0.206912353507916,0.142232597079793,,,,,,,,,
370,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.41070151486631,-0.64103238426923,-0.180370645463389,0.117515749695368,,,,,,,,,
370,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.449302995083557,-0.556425455562274,-0.342180534604841,0.0546543165707738,,,,,,,,,
370,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.408729864105352,-0.638816219926814,-0.17864350828389,0.117390997868093,,,,,,,,,
371,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.748363526264694,-1.14857313433475,-0.348153918194635,0.204188575545949,,,,,,,,,
371,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.555301895119165,-0.62887196342777,-0.481731826810561,0.0375357491370433,,,,,,,,,
371,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.742719589427172,-1.14297868160022,-0.342460497254128,0.204213822537267,,,,,,,,,
372,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.518937473372772,-0.78689585648339,-0.250979090262154,0.136713460770724,,,,,,,,,
372,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.224549400332536,-0.327218497384679,-0.121880303280393,0.0523821923735423,,,,,,,,,
372,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.520447298609037,-0.788548395810961,-0.252346201407113,0.136786274082614,,,,,,,,,
373,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.442179962348542,-0.669039983045945,-0.215319941651139,0.115744908519083,,,,,,,,,
373,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.504877655746634,-0.572944113636523,-0.436811197856744,0.0347277846376987,,,,,,,,,
373,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.439416191806713,-0.666377583176534,-0.212454800436892,0.115796628249909,,,,,,,,,
374,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.568095039167645,-0.868495879285024,-0.267694199050266,0.153265734753765,,,,,,,,,
374,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.255559658168587,-0.359766536521798,-0.151352779815376,0.0531667746700055,,,,,,,,,
374,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.565945118725383,-0.866580254175228,-0.265309983275539,0.153385273188696,,,,,,,,,
375,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.816266003484853,-1.09998578632947,-0.532546220640232,0.144754991247256,,,,,,,,,
375,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.805028799355707,-0.918361745153858,-0.691695853557556,0.0578229315296688,,,,,,,,,
375,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.808712145091451,-1.09248632340737,-0.524937966775534,0.144782744038733,,,,,,,,,
376,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.274935388428318,-0.663738217685422,0.113867440828785,0.198368790437298,,,,,,,,,
376,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.641329159032162,-0.753422759946051,-0.529235558118273,0.057190612711168,,,,,,,,,
376,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.272348636954935,-0.661645907624138,0.116948633714268,0.198621056463879,,,,,,,,,
377,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.294340546140386,-0.536336667754861,-0.0523444245259116,0.123467408986977,,,,,,,,,
377,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.542504029139358,-0.607630149383967,-0.477377908894749,0.0332276123696984,,,,,,,,,
377,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.294816471186763,-0.536986081188106,-0.0526468611854201,0.123555923470073,,,,,,,,,
378,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.235045673954959,-0.457544966415564,-0.0125463814943547,0.113520047173778,,,,,,,,,
378,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.660462974523152,-0.732091208211712,-0.588834740834592,0.0365450171880408,,,,,,,,,
378,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.237689200666001,-0.461103507371122,-0.0142748939608807,0.113986891176082,,,,,,,,,
379,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.364468793094328,-0.72781880916391,-0.00111877702474517,0.185382661259991,,,,,,,,,
379,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.412202834448018,-0.490321305303626,-0.33408436359241,0.0398563626814327,,,,,,,,,
379,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.369828083029834,-0.733356752523346,-0.00629941353632218,0.185473810966078,,,,,,,,,
380,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.31207668136836,-0.662737522399779,0.0385841596630593,0.178908592362969,,,,,,,,,
380,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.421764456359858,-0.53075384018321,-0.312775072536506,0.055606828481302,,,,,,,,,
380,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.312549395964969,-0.663196454851174,0.0380976629212367,0.178901560656227,,,,,,,,,
381,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.504525253599996,-0.753871987371902,-0.25517851982809,0.127217721312197,,,,,,,,,
381,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.5125562986801,-0.578262069778607,-0.446850527581593,0.0335233526012791,,,,,,,,,
381,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.504198891419896,-0.753409543850101,-0.254988238989691,0.127148292056227,,,,,,,,,
382,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.716341845191505,-1.00652029812488,-0.426163392258134,0.148050231088455,,,,,,,,,
382,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.622398566269637,-0.723957560657768,-0.520839571881506,0.051815813463332,,,,,,,,,
382,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.709644805533641,-1.00014846918304,-0.419141141884239,0.148216154923164,,,,,,,,,
383,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-1.28120293132918,-1.66013646286171,-0.902269399796642,0.193333434455374,,,,,,,,,
383,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.773007182276682,-0.891930414807734,-0.65408394974563,0.0606751186382919,,,,,,,,,
383,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-1.28414398508554,-1.66304995945757,-0.905238010713516,0.193319374679605,,,,,,,,,
384,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.681580713669534,-0.932329064921858,-0.430832362417211,0.127932832271593,,,,,,,,,
384,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.526365181990959,-0.625623662257299,-0.427106701724619,0.0506420817685409,,,,,,,,,
384,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.679518081277883,-0.930389982558803,-0.428646179996963,0.127995868000469,,,,,,,,,
385,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.0862087379217227,-0.375281056462906,0.202863580619461,0.147485876806726,,,,,,,,,
385,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.218633893228476,-0.3151124932815,-0.122155293175451,0.0492237755372573,,,,,,,,,
385,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.0861835851481293,-0.375076659676244,0.202709489379985,0.14739442577965,,,,,,,,,
386,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.37541996817702,-0.611259445876501,-0.139580490477539,0.120326264132388,,,,,,,,,
386,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.479982671251152,-0.587030222259856,-0.372935120242448,0.0546160974534204,,,,,,,,,
386,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.374484260657388,-0.610346531629352,-0.138621989685425,0.120337893353042,,,,,,,,,
387,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.616683134831014,-0.888806171370986,-0.344560098291043,0.138838283948965,,,,,,,,,
387,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.476618826118236,-0.585536509553904,-0.367701142682569,0.0555702466508507,,,,,,,,,
387,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.61602424341396,-0.888209670087301,-0.34383881674062,0.138870115649664,,,,,,,,,
388,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.944259366823974,-1.1957392462025,-0.69277948744545,0.12830606090741,,,,,,,,,
388,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.659144350083476,-0.759170268782902,-0.559118431384049,0.0510336319895032,,,,,,,,,
388,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.944957858540719,-1.19651826732663,-0.693397449754804,0.128347147339753,,,,,,,,,
389,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.699098133477916,-0.971839960033689,-0.426356306922142,0.139153993140701,,,,,,,,,
389,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.616074731054188,-0.714579529809401,-0.517569932298974,0.0502575503853131,,,,,,,,,
389,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.698990468392836,-0.971851043781752,-0.42612989300392,0.139214579280059,,,,,,,,,
390,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.506068290594048,-0.870325958844614,-0.141810622343482,0.185845749107432,,,,,,,,,
390,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.508245547781327,-0.612596376164556,-0.403894719398098,0.0532402185628718,,,,,,,,,
390,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.502842938296702,-0.867277513320221,-0.138408363273183,0.185936007665061,,,,,,,,,
391,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.202335780275457,-0.473384228129492,0.0687126675785775,0.138290024415324,,,,,,,,,
391,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.184044392476371,-0.246347625842482,-0.121741159110259,0.0317873639623017,,,,,,,,,
391,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.201433061953472,-0.472549718869709,0.0696835949627654,0.138324824957264,,,,,,,,,
392,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.7053719231591,-0.901424324108466,-0.509319522209733,0.100026735178248,,,,,,,,,
392,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.704419090739197,-0.806539578967535,-0.602298602510858,0.0521022899124175,,,,,,,,,
392,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.707200085581554,-0.903074744301085,-0.511325426862023,0.0999360503671077,,,,,,,,,
393,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.245891864918483,-0.652561958352806,0.160778228515839,0.207484741548124,,,,,,,,,
393,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.670313042079263,-0.780845452445997,-0.559780631712529,0.056394086921803,,,,,,,,,
393,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.247280923878261,-0.653875478553747,0.159313630797225,0.207446201365044,,,,,,,,,
394,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.493325082135059,-0.73254257215914,-0.254107592110978,0.122049739808205,,,,,,,,,
394,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.731096362277265,-0.801272434690621,-0.660920289863908,0.035804118578243,,,,,,,,,
394,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.493301954554279,-0.732496602861704,-0.254107306246854,0.122038085871135,,,,,,,,,
395,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.397691671263823,-0.645573234781661,-0.149810107745985,0.126470185468285,,,,,,,,,
395,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.435300348757516,-0.512548664802106,-0.358052032712925,0.0394124061451993,,,,,,,,,
395,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.395906594414694,-0.643770710240248,-0.14804247858914,0.126461283584466,,,,,,,,,
396,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.900000755214359,-1.22619696230575,-0.573804548122964,0.16642663627112,,,,,,,,,
396,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.963566863660009,-1.09007470431117,-0.837059023008847,0.0645448166587561,,,,,,,,,
396,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.897019481521548,-1.22329163315683,-0.570747329886264,0.16646538348739,,,,,,,,,
397,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.223929307610816,-0.472512598453211,0.0246539832315794,0.126828209613467,,,,,,,,,
397,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.43298777200968,-0.532705527187332,-0.333270016832029,0.0508764057028834,,,,,,,,,
397,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.223345013753436,-0.471888975856014,0.0251989483491432,0.126808143929887,,,,,,,,,
398,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.208756986033908,-0.610009398926363,0.192495426858547,0.204720618822681,,,,,,,,,
398,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.694776904605836,-0.775118336794466,-0.614435472417205,0.0409905266268525,,,,,,,,,
398,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.207380445589262,-0.608588240938899,0.193827349760374,0.204697854770223,,,,,,,,,
399,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.541487925222582,-0.83284193060803,-0.250133919837133,0.148650002747678,,,,,,,,,
399,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.557809339949694,-0.627879925581518,-0.487738754317871,0.0357502987917465,,,,,,,,,
399,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.539355946652479,-0.830668205488298,-0.248043687816661,0.148628703487662,,,,,,,,,
400,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.631400462131538,-0.840118206722558,-0.422682717540518,0.1064886451995,,,,,,,,,
400,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.530641417106987,-0.620400404128481,-0.440882430085492,0.0457954015415787,,,,,,,,,
400,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.627697754151969,-0.836500217625797,-0.418895290678141,0.1065318691193,,,,,,,,,
401,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.374895629555839,-0.648349514708558,-0.10144174440312,0.139517288343224,,,,,,,,,
401,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.783030488618832,-0.887752586247339,-0.678308390990324,0.0534296416471978,,,,,,,,,
401,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.375882858667255,-0.649517295902957,-0.102248421431553,0.139609406752909,,,,,,,,,
402,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.719235331454347,-1.03219904002095,-0.406271622887742,0.159675361513574,,,,,,,,,
402,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.62511470610142,-0.694195904735337,-0.556033507467503,0.0352455095071004,,,,,,,,,
402,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.717286386817242,-1.0302100759703,-0.404362697664184,0.159654943445438,,,,,,,,,
403,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.443332103129773,-0.701660184629258,-0.185004021630288,0.13180004158137,,,,,,,,,
403,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.256259851295949,-0.362283090105485,-0.150236612486412,0.0540934891885389,,,,,,,,,
403,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.440958258275757,-0.699420509779572,-0.182496006771941,0.131868495665212,,,,,,,,,
404,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.538606555401683,-0.849610494994997,-0.227602615808368,0.158675479384344,,,,,,,,,
404,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.631006365383878,-0.727702340155908,-0.534310390611849,0.0493346810061373,,,,,,,,,
404,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.533880686435181,-0.845484232822771,-0.222277140047592,0.158981401218158,,,,,,,,,
405,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.321191972934369,-0.605167214920582,-0.0372167309481565,0.144885327543986,,,,,,,,,
405,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.933451363240924,-1.04648185972687,-0.820420866754981,0.0576686206560931,,,,,,,,,
405,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.321288218658278,-0.605250628808773,-0.0373258085077828,0.144878780689028,,,,,,,,,
406,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.54866462110685,-0.746301598136076,-0.351027644077625,0.10083519236185,,,,,,,,,
406,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.366514418438982,-0.457383147345566,-0.275645689532398,0.0463615963809102,,,,,,,,,
406,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.546697296863431,-0.744363398510352,-0.34903119521651,0.100850051860674,,,,,,,,,
407,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.581583767332617,-0.781937910419564,-0.38122962424567,0.102221501574973,,,,,,,,,
407,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.650034851293691,-0.745153971576415,-0.554915731010968,0.0485301634095526,,,,,,,,,
407,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.581510145170987,-0.781994886653463,-0.381025403688512,0.102288133409426,,,,,,,,,
408,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.387194668409014,-0.582329434877743,-0.192059901940285,0.0995585543207802,,,,,,,,,
408,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.372551082109085,-0.466451308398144,-0.278650855820027,0.0479082787189075,,,,,,,,,
408,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.387508611343514,-0.582702399331743,-0.192314823355285,0.099588667340933,,,,,,,,,
409,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.439246365219185,-0.695972122907993,-0.182520607530376,0.130982529433065,,,,,,,,,
409,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.886720821991442,-1.0008275391426,-0.772614104840288,0.0582177128322218,,,,,,,,,
409,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.439994049629001,-0.696653319765934,-0.183334779492068,0.130948607212721,,,,,,,,,
410,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.851667298710322,-1.10095093438475,-0.602383663035897,0.127185528405319,,,,,,,,,
410,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.642175966359898,-0.717880700125756,-0.56647123259404,0.0386248641662541,,,,,,,,,
410,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.852174509658859,-1.10143240568103,-0.602916613636688,0.127172395929679,,,,,,,,,
411,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.332113994634664,-0.62982607068947,-0.0344019185798581,0.151893916354493,,,,,,,,,
411,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.929373649754102,-1.03976346549126,-0.818983834016943,0.0563213345597749,,,,,,,,,
411,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.333131941473293,-0.630806028724775,-0.0354578542218115,0.151874534311981,,,,,,,,,
412,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.596186728672542,-0.972554822733006,-0.219818634612078,0.192024537785951,,,,,,,,,
412,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.6154102925501,-0.698435635176345,-0.532384949923855,0.0423598686868599,,,,,,,,,
412,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.59888647622236,-0.975376678530894,-0.222396273913827,0.192086837912517,,,,,,,,,
413,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.593376233980203,-0.81422877252236,-0.372523695438047,0.112679866603141,,,,,,,,,
413,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.605914142822853,-0.694558050559311,-0.517270235086396,0.0452264835390089,,,,,,,,,
413,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.593546989240383,-0.814387985269534,-0.372705993211232,0.112673977565893,,,,,,,,,
414,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.784956253231351,-1.00047170776794,-0.569440798694767,0.109956864559482,,,,,,,,,
414,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.705724148856322,-0.800342926419298,-0.611105371293345,0.0482748865117226,,,,,,,,,
414,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.776418295126797,-0.992251461765107,-0.560585128488487,0.110118962570566,,,,,,,,,
415,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.235282024990483,-0.534027868038078,0.0634638180571118,0.152421348493671,,,,,,,,,
415,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.45298836694928,-0.547159594846027,-0.358817139052532,0.0480465448452794,,,,,,,,,
415,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.236436107746123,-0.534883821582486,0.0620116060902408,0.152269241753247,,,,,,,,,
416,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.379353642764921,-0.704882442363599,-0.0538248431662426,0.166086122244224,,,,,,,,,
416,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.163916639542843,-0.277899063531233,-0.0499342155544529,0.0581542979532603,,,,,,,,,
416,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.374700298791941,-0.700607590557613,-0.0487930070262682,0.16627923049269,,,,,,,,,
417,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.66597372436991,-0.870430182029137,-0.461517266710683,0.104314519213891,,,,,,,,,
417,aligned,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.769629739607627,-0.870189778000031,-0.669069701215222,0.0513061420369409,,,,,,,,,
417,aligned,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.666905855719603,-0.871321636227042,-0.462490075212163,0.10429376556502,,,,,,,,,
418,aligned,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.362252377984397,-0.675909888083328,-0.0485948678854667,0.160029341887209,,,,,,,,,
