rep,scenario,method,component,interval_type,true,estimate,lower,upper,se,rhat,ess_bulk,divergences,max_treedepth_hits,shift_rmse,speed_rmse,phi_estimate,beta_time_estimate,modulation_amplitude,sigma_series_estimate,schedule,error
28,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.51714294497,-0.72463108975,-0.3047762735,0.103536058009642,1.00249389114016,876.256503016436,8,0,0.0639862521928271,0.00366780342789173,17.307533817,0.0644242772613192,0.0918009034699057,0.128683570715833,short,
29,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.596476542908333,-0.8952163195,-0.29093875,0.149631644681387,1.01291955053502,367.726365945985,0,0,0.0694576358501095,0.00175946671512219,10.5249552525833,0.0508632919734417,0.0920016119479617,0.0951924498666667,short,
30,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.677914514775,-1.023926955,-0.33723458675,0.178263214773953,1.02212169829107,241.588939879209,1,0,0.098678355259954,0.0100537993367635,11.2616232240833,0.0875819882983417,0.113868026703761,0.1884284968,short,
31,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.315805767555917,-0.5288615085,-0.0887338855750008,0.113141762472534,1.00232173478046,569.926175559308,0,0,0.150724390080456,0.00875328541571009,14.8381172429167,0.00220567014641833,0.0770894562649164,0.147173530600833,short,
32,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.751967730791667,-1.0358346125,-0.475758673,0.142831685543136,1.00297736819943,681.389566771671,0,0,0.132455069437678,0.00282718120536233,12.4515061308333,-0.0710854084690975,0.112391805630293,0.1921988338,short,
33,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.701112109516667,-0.8138064345,-0.56872175475,0.0639088869674177,1.0028032783757,614.336178679786,0,0,0.294247892448603,0.0147186085641108,12.3010385956667,0.0135617428757,0.172208361908237,0.1187781244275,short,
34,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.6840587577,-1.0053184125,-0.37492329825,0.15539269175755,1.00351024434142,725.31026030696,0,0,0.159235832858077,0.00598589923925136,13.0921563828333,0.001613352273915,0.0690080749407059,0.179045035163333,short,
35,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.616053688341667,-0.87271648025,-0.3863212015,0.121247124996196,1.00110732941751,568.908093883587,3,0,0.232168451560184,0.0200911940396184,12.9031356055,0.01331648577394,0.101567586737527,0.207689477766667,short,
36,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.829091236016667,-1.0103420925,-0.61067849825,0.0991249793116718,1.00228175639067,868.327678844908,0,0,0.0486363494603876,0.00942945182165996,13.5435366089167,0.002155514257,0.0697631727575607,0.150710402305,short,
37,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.582397578080833,-0.82735103475,-0.34373246525,0.124178432651419,1.00733071179106,534.889575815367,1,0,0.0890681453972019,0.00488792476077067,12.3575623871667,-0.0180854875173583,0.0619902332861043,0.168284331936667,short,
38,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.680472771991667,-0.9322603845,-0.42955596775,0.126651334624074,1.00155131768631,1069.58358291405,0,0,0.0257752612861085,0.0147405445471267,16.6991639726667,0.0542937787208417,0.090998272344191,0.0898316762516667,short,
39,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.374387802995833,-0.55324893525,-0.137466747,0.10707087157836,1.01090444388236,404.835618355682,0,0,0.0918420391498124,0.00488356946397413,11.8913338788333,-0.025938961603275,0.0686330236185136,0.070216575107,short,
40,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.52501346008,-0.802506793,-0.19180351525,0.154602939154571,1.002871765107,659.494042368553,0,0,0.0772316011489577,0.00496792941955731,15.90937562525,-0.123561869922917,0.148739827576095,0.1573820273325,short,
41,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.4918324034925,-0.7428736675,-0.278172727750001,0.115665366347403,0.999688125457159,566.400901376267,0,0,0.709524850499521,0.00558025235409759,13.06565593325,0.14009164241016,0.155635298821592,0.122939210120833,short,
42,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.5354821851925,-0.814220731,-0.171177563000001,0.160619990945589,1.0037668491008,475.652938706518,0,0,0.176692523867489,0.00556892751684492,12.5559189511667,-0.0325050248554417,0.077991044440785,0.169783360353333,short,
43,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.617493506108333,-0.89227978975,-0.3598067295,0.134445789384973,1.00783318059326,608.66624100947,0,0,0.155122460832376,0.0243947693483525,13.8039105026667,-0.00797508964859833,0.076845407563022,0.152234459395833,short,
44,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.56301508614575,-0.800792963,-0.23975486975,0.139501887343705,1.00142025041961,669.745236993613,2,0,0.182696635134698,0.00569451338752749,12.6876565021667,0.027150796758125,0.0767517001860198,0.130842105501667,short,
45,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.85659096715,-1.2032016375,-0.49099617275,0.188030005987781,1.0033972288562,534.296376356258,0,0,0.514899931475946,0.00532558667314532,11.2724665674167,-0.0645639274452058,0.114301093672912,0.151641945860833,short,
46,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.422598568133333,-0.663370036,-0.2194865205,0.112443599566878,1.00395115206039,738.099034489923,0,0,0.0879084656112983,0.00841324673203123,12.43100798525,0.00372590543684417,0.073027771412943,0.161918574561667,short,
47,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.488259534176083,-0.61233373925,-0.2744612145,0.0822187604680503,1.01702954303092,359.24055685775,0,0,0.159687298324868,0.00609175340377496,13.0208007194167,-0.02913791301835,0.0679999816495197,0.0605441516079042,short,
48,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.437394665116733,-0.61750263025,-0.2255156515,0.0994403225098066,1.00425913021557,567.436285326844,0,0,0.0621076154183748,0.00842071931744013,10.8991792984167,-0.00335679564097333,0.0599905897026666,0.1329254474225,short,
49,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.644932243783333,-0.79933841975,-0.4320014475,0.0933258758256233,1.00948741329403,349.301490628655,0,0,0.141542512628456,0.00471010222311257,10.8065239766667,0.0452767773938083,0.0787435711791115,0.150687064144167,short,
