scenario,n_success,beta_intensity_bias,beta_intensity_rmse,beta_time_bias,phi_bias,modulation_amplitude_mean,sigma_area_season_bias,shift_rmse,speed_rmse,mean_rhat,max_rhat,median_ess_bulk,total_divergences,total_max_treedepth_hits
aligned,100,0.0438726384376092,0.120564094532721,0.00281586773840009,0.726104595126667,0.0921251182805291,-0.00282538229964362,0.162670647092634,0.00729605958835209,1.00575475137466,1.03475274942754,571.421797795945,134,0
phase_and_ascertainment,100,-0.116909963969125,0.169967564329515,-0.00417930264940509,0.298869576214167,0.113995955864768,0.000477569666379672,1.70321919100645,0.0302394220959731,1.00471526539379,1.01800992657088,640.258479957227,21,0
phase_and_confounding,100,0.112942590518594,0.144180050168317,0.00781226059421297,0.908304047571667,0.0954932702839622,0.00169888870939309,1.77140135497703,0.0280456829190848,1.00361991729517,1.01941930764744,736.454987498248,15,0
phase_shift,100,0.0524197911046724,0.140211694089385,-0.000992005249107989,0.603119392229167,0.111631375561304,0.00360749252131584,1.68958186904043,0.0289145675790453,1.00487941674626,1.01579742094814,602.341660929811,29,0
