rep,scenario,method,component,interval_type,true,estimate,lower,upper,se,rhat,ess_bulk,divergences,max_treedepth_hits,shift_rmse,speed_rmse,phi_estimate,beta_time_estimate,error,modulation_amplitude,sigma_series_estimate,schedule,covered,interval_width
86,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.214618065733074,-0.494558425253803,0.0653222937876552,0.142826714041188,,,,,,,,,,,,,FALSE,0.559880719041458
86,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.690873410165398,-0.799759217299897,-0.5819876030309,0.055553983231887,,,,,,,,,,,,,TRUE,0.217771614268997
86,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.219341188499113,-0.489351277377995,0.0506689003797692,0.137760249428001,,,,,,,,,,,,,FALSE,0.540020177757764
87,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.916681109110342,-1.16303180352064,-0.670330414700046,0.125689129801171,,,,,,,,,,,,,FALSE,0.492701388820591
87,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.707377573074643,-0.802485144623676,-0.612270001525611,0.0485242711984858,,,,,,,,,,,,,FALSE,0.190215143098065
87,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.956070361070071,-1.19910549459675,-0.713035227543387,0.123997517105451,,,,,,,,,,,,,FALSE,0.486070267053368
88,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.675212833715963,-0.981941829516503,-0.368483837915424,0.15649438561252,,,,,,,,,,,,,TRUE,0.613457991601079
88,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.605636011448759,-0.722108599737901,-0.489163423159618,0.0594247899434395,,,,,,,,,,,,,TRUE,0.232945176578283
88,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.680541714292753,-0.985166757611749,-0.375916670973757,0.155420940468876,,,,,,,,,,,,,TRUE,0.609250086637992
89,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.49451081410812,-0.800397455064996,-0.188624173151244,0.1560646127331,,,,,,,,,,,,,TRUE,0.611773281913752
89,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.440078576964787,-0.542484516264188,-0.337672637665387,0.05224792821398,,,,,,,,,,,,,FALSE,0.204811878598801
89,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.524627336910816,-0.816179158086983,-0.233075515734649,0.148750929171514,,,,,,,,,,,,,TRUE,0.583103642352334
90,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.33981291797158,-0.606171365476089,-0.0734544704670702,0.135897167094138,,,,,,,,,,,,,TRUE,0.532716895009019
90,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.476484480208726,-0.553986496743652,-0.3989824636738,0.0395418451708806,,,,,,,,,,,,,FALSE,0.155004033069852
90,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.349378580963054,-0.614217545399868,-0.0845396165262413,0.135121920631027,,,,,,,,,,,,,TRUE,0.529677928873626
91,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.610568504845788,-1.01579724592114,-0.205339763770438,0.206749357691506,,,,,,,,,,,,,TRUE,0.810457482150702
91,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.375861473748679,-0.489499456842807,-0.262223490654551,0.0579785628031265,,,,,,,,,,,,,FALSE,0.227275966188256
91,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.623661671163856,-1.02761178241591,-0.219711559911799,0.206096995536764,,,,,,,,,,,,,TRUE,0.807900222504115
92,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.560352531469266,-0.770293849140464,-0.350411213798068,0.107112917179183,,,,,,,,,,,,,TRUE,0.419882635342396
92,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.430086478180051,-0.52153842568454,-0.338634530675561,0.0466591568900457,,,,,,,,,,,,,FALSE,0.182903895008979
92,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.585690443014984,-0.79282490011748,-0.378555985912488,0.105680845460457,,,,,,,,,,,,,TRUE,0.414268914204992
93,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.328037637191291,-0.541104423361235,-0.114970851021348,0.108707543964257,,,,,,,,,,,,,FALSE,0.426133572339887
93,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.696862232713328,-0.803740096127258,-0.589984369299399,0.0545295221499642,,,,,,,,,,,,,TRUE,0.21375572682786
93,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.357162509713351,-0.565013828335448,-0.149311191091255,0.106046591133723,,,,,,,,,,,,,FALSE,0.415702637244194
94,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.448864720123079,-0.794486198505058,-0.103243241741099,0.176337488970398,,,,,,,,,,,,,TRUE,0.691242956763959
94,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.723551666085539,-0.837057133642779,-0.6100461985283,0.0579109528353264,,,,,,,,,,,,,FALSE,0.227010935114479
94,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.458553286367673,-0.798474402563461,-0.118632170171884,0.173429140916218,,,,,,,,,,,,,TRUE,0.679842232391576
95,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.54568037221958,-0.828029525959714,-0.263331218479445,0.144055690683742,,,,,,,,,,,,,TRUE,0.564698307480269
95,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.515541841137575,-0.591961803350437,-0.439121878924713,0.0389897766392155,,,,,,,,,,,,,FALSE,0.152839924425725
95,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.553786788453387,-0.833411936368509,-0.274161640538264,0.14266589179343,,,,,,,,,,,,,TRUE,0.559250295830245
96,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.600650486425543,-0.891572727518725,-0.309728245332361,0.14842971484346,,,,,,,,,,,,,TRUE,0.581844482186364
96,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.431085767070941,-0.535619442482297,-0.326552091659586,0.0533335078629362,,,,,,,,,,,,,FALSE,0.20906735082271
96,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.630012688388794,-0.918050984397674,-0.341974392379914,0.146958314290245,,,,,,,,,,,,,TRUE,0.57607659201776
97,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.36977576433223,-0.662494343696334,-0.0770571849681262,0.149346213961278,,,,,,,,,,,,,TRUE,0.585437158728208
97,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.489762661509413,-0.561235340660864,-0.418289982357962,0.0364656526282914,,,,,,,,,,,,,FALSE,0.142945358302902
97,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.42014362920785,-0.70399895673898,-0.13628830167672,0.144824146699556,,,,,,,,,,,,,TRUE,0.56771065506226
98,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.654606045752529,-0.950644800838337,-0.35856729066672,0.151040181166229,,,,,,,,,,,,,TRUE,0.592077510171616
98,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.345413461099211,-0.457619764643978,-0.233207157554443,0.0572481140534527,,,,,,,,,,,,,FALSE,0.224412607089535
98,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.68198567675912,-0.974353074129001,-0.389618279389239,0.149167039474429,,,,,,,,,,,,,TRUE,0.584734794739762
99,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.904435678199916,-1.26601937595387,-0.542851980445966,0.184481478445893,,,,,,,,,,,,,TRUE,0.7231673955079
99,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.740145729116309,-0.847588365544586,-0.632703092688032,0.0548176716470799,,,,,,,,,,,,,FALSE,0.214885272856553
99,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.92397556665906,-1.27938874523222,-0.568562388085901,0.181333254374061,,,,,,,,,,,,,TRUE,0.710826357146318
100,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.779037646567004,-1.02276323493243,-0.535312058201582,0.124349789982358,,,,,,,,,,,,,TRUE,0.487451176730844
100,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.219163180784854,-0.310796512857814,-0.127529848711895,0.0467517000372243,,,,,,,,,,,,,FALSE,0.183266664145919
100,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.807141889848275,-1.04865014507244,-0.565633634624115,0.123218497563347,,,,,,,,,,,,,TRUE,0.483016510448321
101,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.961582021442284,-1.36217496634361,-0.560989076540962,0.204384155561899,,,,,,,,,,,,,TRUE,0.801185889802644
101,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.463956967187674,-0.535965171956567,-0.391948762418782,0.036738879984129,,,,,,,,,,,,,FALSE,0.144016409537786
101,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.99625824668176,-1.38575393999805,-0.606762553365473,0.19872229250831,,,,,,,,,,,,,FALSE,0.778991386632573
102,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.323281036165723,-0.566318258874759,-0.0802438134566863,0.123998583014814,,,,,,,,,,,,,FALSE,0.486074445418073
102,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.74682751811579,-0.852666625614888,-0.640988410616693,0.0539995446423965,,,,,,,,,,,,,FALSE,0.211678214998194
102,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.329018438151446,-0.565707353111535,-0.092329523191358,0.120759650489841,,,,,,,,,,,,,FALSE,0.473377829920177
103,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.487913586712199,-0.791825600399687,-0.184001573024711,0.155057149840555,,,,,,,,,,,,,TRUE,0.607824027374976
103,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.524373292012279,-0.599544630869487,-0.449201953155072,0.0383527239067385,,,,,,,,,,,,,TRUE,0.150342677714415
103,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.494747548410112,-0.796951365919548,-0.192543730900676,0.154185621178284,,,,,,,,,,,,,TRUE,0.604407635018873
104,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.380394902893303,-0.598481272906875,-0.162308532879731,0.111268556129373,,,,,,,,,,,,,TRUE,0.436172740027143
104,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.394242184803964,-0.491515186750549,-0.296969182857379,0.0496290826258087,,,,,,,,,,,,,FALSE,0.19454600389317
104,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.463972976866371,-0.672772837430596,-0.255173116302146,0.106530541104196,,,,,,,,,,,,,TRUE,0.41759972112845
105,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.653781211035198,-1.02287571669588,-0.284686705374521,0.188313523296264,,,,,,,,,,,,,TRUE,0.738189011321355
105,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.886413742592358,-1.00079967230636,-0.772027812878359,0.058360168221428,,,,,,,,,,,,,FALSE,0.228771859427998
105,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.696847849929779,-1.06058599597173,-0.333109703887827,0.185580686756098,,,,,,,,,,,,,TRUE,0.727476292083904
106,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.663633629171174,-0.95847413639342,-0.368793121948928,0.150428830215432,,,,,,,,,,,,,TRUE,0.589681014444492
106,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.471541068905199,-0.570158421184578,-0.372923716625821,0.0503149756527439,,,,,,,,,,,,,FALSE,0.197234704558756
106,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.706142410756919,-0.996226030142265,-0.416058791371573,0.148001846625176,,,,,,,,,,,,,TRUE,0.580167238770691
107,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.43965934466293,-0.647172211134672,-0.232146478191188,0.105873911465174,,,,,,,,,,,,,TRUE,0.415025732943484
107,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.436144099797971,-0.503839689100312,-0.36844851049563,0.0345385659705822,,,,,,,,,,,,,FALSE,0.135391178604682
107,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.490997835064344,-0.692309086151617,-0.289686583977072,0.102709821983302,,,,,,,,,,,,,TRUE,0.402622502174545
108,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.458779249383538,-0.712726208503716,-0.20483229026336,0.129564775061315,,,,,,,,,,,,,TRUE,0.507893918240356
108,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.324150125027624,-0.435676464477441,-0.212623785577807,0.0569011935968455,,,,,,,,,,,,,FALSE,0.223052678899634
108,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.537336804914041,-0.772822344642145,-0.301851265185936,0.120145683534747,,,,,,,,,,,,,TRUE,0.470971079456209
109,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.522462034558052,-0.877665860600344,-0.16725820851576,0.181226441858312,,,,,,,,,,,,,TRUE,0.710407652084584
109,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.511017807385782,-0.609469939625505,-0.412565675146059,0.0502306797141444,,,,,,,,,,,,,TRUE,0.196904264479446
109,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.575515313714308,-0.919590442997441,-0.231440184431175,0.175548535348537,,,,,,,,,,,,,TRUE,0.688150258566267
110,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.516937167762298,-0.893273673785193,-0.140600661739403,0.192008421440252,,,,,,,,,,,,,TRUE,0.75267301204579
110,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.202250496465131,-0.311311152100721,-0.0931898408295418,0.0556431916508109,,,,,,,,,,,,,FALSE,0.218121311271179
110,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.528588924766375,-0.902313878317824,-0.154863971214926,0.190675996709923,,,,,,,,,,,,,TRUE,0.747449907102898
111,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.299661545986297,-0.586987917771794,-0.0123351742008006,0.146595087645662,,,,,,,,,,,,,FALSE,0.574652743570993
111,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.568365419522045,-0.677955877604145,-0.458774961439946,0.0559134990214794,,,,,,,,,,,,,TRUE,0.219180916164199
111,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.294090565341034,-0.570091652766882,-0.0180894779151852,0.140816881339719,,,,,,,,,,,,,FALSE,0.552002174851697
112,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.326199201675783,-0.671229890219673,0.0188314868681061,0.176036065583617,,,,,,,,,,,,,TRUE,0.690061377087779
112,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.165794566385648,-0.277378840163497,-0.0542102926077984,0.0569307519274742,,,,,,,,,,,,,FALSE,0.223168547555699
112,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.336020636140318,-0.676494511615403,0.00445323933476749,0.173711160956676,,,,,,,,,,,,,TRUE,0.680947750950171
113,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.478566741093063,-0.822405184987203,-0.134728297198922,0.175427777497011,,,,,,,,,,,,,TRUE,0.687676887788281
113,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,0.0426359446227983,-0.0852703764556926,0.170542265701289,0.0652583270808627,,,,,,,,,,,,,FALSE,0.255812642156982
113,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.519462170214138,-0.854297957207152,-0.184626383221124,0.170834585200517,,,,,,,,,,,,,TRUE,0.669671573986028
114,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.462185804620743,-0.782967109724009,-0.141404499517476,0.163663931175136,,,,,,,,,,,,,TRUE,0.641562610206533
114,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.559860674712006,-0.635946593337433,-0.483774756086579,0.0388193462374628,,,,,,,,,,,,,TRUE,0.152171837250854
114,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.487505659622958,-0.801962083699604,-0.173049235546311,0.160436951059513,,,,,,,,,,,,,TRUE,0.628912848153292
115,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.642566797010838,-0.966120865947367,-0.31901272807431,0.16507860660027,,,,,,,,,,,,,TRUE,0.647108137873057
115,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.478549303359008,-0.58957911015235,-0.367519496565667,0.0566478606088477,,,,,,,,,,,,,FALSE,0.222059613586683
115,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.729766661096745,-1.04198185018303,-0.417551472010463,0.159293463819532,,,,,,,,,,,,,TRUE,0.624430378172564
116,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.45591607452036,-0.663230229191879,-0.248601919848842,0.105772527893632,,,,,,,,,,,,,TRUE,0.414628309343038
116,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.755628087076031,-0.862388776063178,-0.648867398088884,0.0544697392791566,,,,,,,,,,,,,FALSE,0.213521377974294
116,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.472840236100341,-0.678036501563315,-0.267643970637368,0.104691972174987,,,,,,,,,,,,,TRUE,0.410392530925947
117,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.696697741597341,-0.94322585114289,-0.450169632051793,0.125779647727321,,,,,,,,,,,,,TRUE,0.493056219091097
117,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.340684683547604,-0.437010048127746,-0.244359318967462,0.0491455941735418,,,,,,,,,,,,,FALSE,0.192650729160284
117,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.720054787114367,-0.964773274109487,-0.475336300119248,0.124856370915877,,,,,,,,,,,,,TRUE,0.489436973990239
118,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.266130168240889,-0.527500966089795,-0.00475937039198343,0.133352447882095,,,,,,,,,,,,,FALSE,0.522741595697812
118,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.356583667274936,-0.451205653380622,-0.261961681169251,0.048276523523309,,,,,,,,,,,,,FALSE,0.189243972211371
118,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.263977008834535,-0.522542529585083,-0.00541148808398723,0.131921184056402,,,,,,,,,,,,,FALSE,0.517131041501095
119,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.778211735190698,-1.08904947311211,-0.467373997269287,0.158590682612965,,,,,,,,,,,,,TRUE,0.621675475842823
119,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.401218687103294,-0.498527159275259,-0.30391021493133,0.0496471796795738,,,,,,,,,,,,,FALSE,0.194616944343929
119,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.849899284051189,-1.15273957721582,-0.547058990886559,0.154510353655423,,,,,,,,,,,,,TRUE,0.60568058632926
120,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.581870693886999,-0.829108765609279,-0.334632622164719,0.126141873327694,,,,,,,,,,,,,TRUE,0.49447614344456
120,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.763869840353624,-0.873430119021206,-0.654309561686042,0.0558981013610111,,,,,,,,,,,,,FALSE,0.219120557335164
120,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.628698512002172,-0.869273447441193,-0.38812357656315,0.122742313999501,,,,,,,,,,,,,TRUE,0.481149870878043
121,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.322732816571919,-0.703800867825825,0.0583352346819877,0.194422475129544,,,,,,,,,,,,,TRUE,0.762136102507813
121,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.521957183302002,-0.606252528456441,-0.437661838147562,0.0430078291604284,,,,,,,,,,,,,TRUE,0.168590690308879
121,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.343085477663446,-0.712513908496942,0.0263429531700505,0.188483893282396,,,,,,,,,,,,,TRUE,0.738856861666993
122,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.499057502428891,-0.724138367727869,-0.273976637129914,0.114837176172948,,,,,,,,,,,,,TRUE,0.450161730597956
122,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.399040189195331,-0.495466530576059,-0.302613847814602,0.0491971129493514,,,,,,,,,,,,,FALSE,0.192852682761457
122,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.501307373120515,-0.72541348797878,-0.27720125826225,0.114339854519523,,,,,,,,,,,,,TRUE,0.448212229716529
123,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.589864264285884,-0.765938463615369,-0.413790064956399,0.0898337751681047,,,,,,,,,,,,,TRUE,0.352148398658971
123,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.79940391906769,-0.893683103665921,-0.705124734469459,0.0481016247950159,,,,,,,,,,,,,FALSE,0.188558369196462
123,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.602828954278389,-0.777453206707667,-0.428204701849111,0.0890940063414684,,,,,,,,,,,,,TRUE,0.349248504858556
124,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.976496421121729,-1.39403466025629,-0.558958181987171,0.213029713844163,,,,,,,,,,,,,TRUE,0.835076478269118
124,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.447523671711322,-0.550184922681284,-0.34486242074136,0.0523781892703888,,,,,,,,,,,,,FALSE,0.205322501939924
124,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-1.10898073285749,-1.50517311237681,-0.712788353338168,0.202138969142511,,,,,,,,,,,,,FALSE,0.792384759038643
125,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.611250315819369,-0.91463853163719,-0.307862100001548,0.154789906029501,,,,,,,,,,,,,TRUE,0.606776431635642
125,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.524991881841764,-0.600836000280971,-0.449147763402558,0.0386959787955137,,,,,,,,,,,,,TRUE,0.151688236878414
125,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.648758891687577,-0.942628360370821,-0.354889423004333,0.14993340238941,,,,,,,,,,,,,TRUE,0.587738937366488
126,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.428847266258685,-0.649384205072822,-0.208310327444548,0.112518846333744,,,,,,,,,,,,,TRUE,0.441073877628275
126,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.558066066659955,-0.658989104735996,-0.457143028583915,0.0514913459571636,,,,,,,,,,,,,TRUE,0.201846076152081
126,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.446963203813671,-0.665251226328758,-0.228675181298584,0.111371440058718,,,,,,,,,,,,,TRUE,0.436576045030174
127,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.761349580430066,-1.08837186454529,-0.434327296314839,0.166848104140422,,,,,,,,,,,,,TRUE,0.654044568230456
127,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.52731802192073,-0.629534653495672,-0.425101390345787,0.0521513426402766,,,,,,,,,,,,,TRUE,0.204433263149884
127,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.799274583678953,-1.11670434507791,-0.481844822279991,0.16195395989743,,,,,,,,,,,,,TRUE,0.634859522797924
128,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.292440678861426,-0.626640004189325,0.0417586464664737,0.170509859861173,,,,,,,,,,,,,TRUE,0.668398650655799
128,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.409200432854602,-0.516245882953865,-0.302154982755339,0.0546150255608483,,,,,,,,,,,,,FALSE,0.214090900198525
128,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.312524882919256,-0.642480569756081,0.0174308039175694,0.168344738182054,,,,,,,,,,,,,TRUE,0.65991137367365
129,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.883220366275448,-1.23397753288416,-0.532463199666739,0.178957738065668,,,,,,,,,,,,,TRUE,0.70151433321742
129,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.684736174681817,-0.80003631987411,-0.569436029489524,0.0588266046899454,,,,,,,,,,,,,TRUE,0.230600290384586
129,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.999968417352086,-1.33483813397065,-0.665098700733524,0.17085189623396,,,,,,,,,,,,,FALSE,0.669739433237124
130,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.621307542223442,-0.878437268596337,-0.364177815850547,0.131188635904538,,,,,,,,,,,,,TRUE,0.514259452745789
130,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.367618265244583,-0.467166404900388,-0.268070125588778,0.0507898671713291,,,,,,,,,,,,,FALSE,0.19909627931161
130,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.669976890874941,-0.918656031044844,-0.421297750705038,0.126877112331583,,,,,,,,,,,,,TRUE,0.497358280339806
131,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.447139785821019,-0.685542547776645,-0.208737023865393,0.121634062222258,,,,,,,,,,,,,TRUE,0.476805523911252
131,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.554878391318021,-0.628839538228756,-0.480917244407287,0.037735279036089,,,,,,,,,,,,,TRUE,0.147922293821469
131,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.444899513864442,-0.682205441903536,-0.207593585825348,0.12107445308117,,,,,,,,,,,,,TRUE,0.474611856078188
132,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.891035098022975,-1.22525627097237,-0.556813925073583,0.170521006606833,,,,,,,,,,,,,TRUE,0.668442345898784
132,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.651846258996499,-0.758958229168595,-0.544734288824402,0.0546489643735186,,,,,,,,,,,,,TRUE,0.214223940344193
132,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.950724513948271,-1.27663597126196,-0.624813056634586,0.166281355772288,,,,,,,,,,,,,FALSE,0.65182291462737
133,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.497294329533285,-0.734507718733513,-0.260080940333056,0.121027239387872,,,,,,,,,,,,,TRUE,0.474426778400458
133,phase_shift,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.295931284550906,-0.374920395950821,-0.216942173150991,0.040300567040773,,,,,,,,,,,,,FALSE,0.15797822279983
133,phase_shift,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.549833858803154,-0.780361745296499,-0.31930597230981,0.117616268619053,,,,,,,,,,,,,TRUE,0.461055772986688
134,phase_shift,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.0919514442870451,-0.510520811903874,0.326617923329784,0.213555799804505,,,,,,,,,,,,,FALSE,0.837138735233658
