rep,scenario,method,component,interval_type,true,estimate,lower,upper,se,rhat,ess_bulk,divergences,max_treedepth_hits,shift_rmse,speed_rmse,phi_estimate,beta_time_estimate,error,modulation_amplitude,sigma_series_estimate,schedule,covered,interval_width
225,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.805026893475443,-1.14900419758321,-0.461049589367677,0.175498624544779,,,,,,,,,,,,,TRUE,0.687954608215532
225,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.715773236682255,-0.821506765776691,-0.61003970758782,0.0539456781094058,,,,,,,,,,,,,FALSE,0.211467058188871
225,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.832984266684888,-1.17521369171327,-0.490754841656507,0.174606849504276,,,,,,,,,,,,,TRUE,0.684458850056763
226,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.703445484878963,-1.04876578009838,-0.358125189659543,0.176183824091541,,,,,,,,,,,,,TRUE,0.69064059043884
226,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.622546235990416,-0.721280743015497,-0.523811728965335,0.050374748482184,,,,,,,,,,,,,TRUE,0.197469014050161
226,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.730071680933419,-1.07295481179921,-0.387188550067625,0.174940372890711,,,,,,,,,,,,,TRUE,0.685766261731587
227,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.872038027674536,-1.15698386844828,-0.587092186900791,0.145380531007013,,,,,,,,,,,,,TRUE,0.56989168154749
227,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.510314659380686,-0.582753732018282,-0.43787558674309,0.0369587105293857,,,,,,,,,,,,,FALSE,0.144878145275192
227,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.916860155629478,-1.19779157563799,-0.635928735620967,0.143332357147199,,,,,,,,,,,,,FALSE,0.561862840017021
228,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.740198718403213,-0.951186143823364,-0.529211292983061,0.107646645622526,,,,,,,,,,,,,TRUE,0.421974850840303
228,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.631641790597877,-0.712536243148694,-0.55074733804706,0.0412726798728658,,,,,,,,,,,,,TRUE,0.161788905101634
228,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.775356280293797,-0.984160569640231,-0.566551990947364,0.106532800686956,,,,,,,,,,,,,TRUE,0.417608578692868
229,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-1.00497112627468,-1.32903650141131,-0.680905751138048,0.165339477110526,,,,,,,,,,,,,FALSE,0.648130750273261
229,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-1.00088180261138,-1.12307186881698,-0.878691736405788,0.062341870513058,,,,,,,,,,,,,FALSE,0.244380132411188
229,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-1.01741039954898,-1.34005378915081,-0.694767009947147,0.164613974286648,,,,,,,,,,,,,FALSE,0.645286779203659
230,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.608762923558414,-0.88392373846707,-0.333602108649758,0.140388170871763,,,,,,,,,,,,,TRUE,0.550321629817312
230,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.42875531106701,-0.520940024190201,-0.336570597943818,0.0470330168995874,,,,,,,,,,,,,FALSE,0.184369426246383
230,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.659012302816871,-0.928288086690608,-0.389736518943133,0.137385604017213,,,,,,,,,,,,,TRUE,0.538551567747475
231,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.54917022003425,-0.811189407064424,-0.287151033004075,0.133683258688865,,,,,,,,,,,,,TRUE,0.524038374060349
231,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.723553923344305,-0.827337685803003,-0.619770160885607,0.0529508992136213,,,,,,,,,,,,,FALSE,0.207567524917395
231,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.564673607445269,-0.824359020454388,-0.304988194436151,0.132492557657714,,,,,,,,,,,,,TRUE,0.519370826018237
232,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.937284888675733,-1.21019914896252,-0.664370628388946,0.139241969534075,,,,,,,,,,,,,FALSE,0.545828520573574
232,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.932823962559756,-1.01628310875432,-0.849364816365193,0.0425811970380426,,,,,,,,,,,,,FALSE,0.166918292389127
232,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.991808519597761,-1.25925628397742,-0.724360755218102,0.13645294101003,,,,,,,,,,,,,FALSE,0.534895528759318
233,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.889914289324087,-1.28765711992934,-0.492171458718831,0.202930015614927,,,,,,,,,,,,,TRUE,0.795485661210512
233,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.769177808372984,-0.882237108420074,-0.656118508325894,0.0576833163505561,,,,,,,,,,,,,FALSE,0.22611860009418
233,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.891901403972332,-1.28891655641632,-0.494886251528341,0.202558751246934,,,,,,,,,,,,,TRUE,0.79403030488798
234,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.576813256276181,-1.05488314641341,-0.0987433661389489,0.24391320925369,,,,,,,,,,,,,TRUE,0.956139780274464
234,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.581645755470386,-0.679958899171894,-0.483332611768877,0.0501597671946472,,,,,,,,,,,,,TRUE,0.196626287403017
234,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.638591538071452,-1.10376831412176,-0.173414762021143,0.237335089821586,,,,,,,,,,,,,TRUE,0.930353552100618
235,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.746364980535079,-1.10754651644032,-0.385183444629841,0.184276293829203,,,,,,,,,,,,,TRUE,0.722363071810477
235,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.685800125740725,-0.796088557057597,-0.575511694423853,0.0562696078147305,,,,,,,,,,,,,TRUE,0.220576862633743
235,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.772940400896306,-1.13252968463314,-0.413351117159469,0.183463920273896,,,,,,,,,,,,,TRUE,0.719178567473674
236,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.666158813555676,-0.872466663845446,-0.459850963265906,0.105259107290699,,,,,,,,,,,,,TRUE,0.41261570057954
236,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.712882144391692,-0.820537794429754,-0.60522649435363,0.0549263520602357,,,,,,,,,,,,,FALSE,0.215311300076124
236,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.69864419800982,-0.89997248542708,-0.49731591059256,0.102718513988398,,,,,,,,,,,,,TRUE,0.402656574834519
237,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.375265647429825,-0.785993929972307,0.0354626351126562,0.209555246195144,,,,,,,,,,,,,TRUE,0.821456565084963
237,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.596965968651469,-0.724338371520736,-0.469593565782202,0.0649859198312587,,,,,,,,,,,,,TRUE,0.254744805738534
237,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.395416715353203,-0.796460319087863,0.00562688838145697,0.204614083538092,,,,,,,,,,,,,TRUE,0.80208720746932
238,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.673039807598884,-0.95895723463361,-0.387122380564158,0.145876238283023,,,,,,,,,,,,,TRUE,0.571834854069452
238,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.707216246728511,-0.815786244919486,-0.598646248537536,0.0553928562198852,,,,,,,,,,,,,FALSE,0.21713999638195
238,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.725504506701111,-1.00612424749803,-0.444884765904189,0.143173337141287,,,,,,,,,,,,,TRUE,0.561239481593843
239,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.827996598553629,-1.07788892244182,-0.578104274665441,0.127496083616423,,,,,,,,,,,,,TRUE,0.499784647776377
239,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.799962011533228,-0.90401678223207,-0.695907240834386,0.0530891687238989,,,,,,,,,,,,,FALSE,0.208109541397684
239,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.849386968340689,-1.09848868659308,-0.600285250088295,0.127092713394079,,,,,,,,,,,,,FALSE,0.498203436504788
240,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.465213148710668,-0.690040158265109,-0.240386139156227,0.114707657935939,,,,,,,,,,,,,TRUE,0.449654019108882
240,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.569780868388964,-0.673245544425006,-0.466316192352921,0.0527881000183891,,,,,,,,,,,,,TRUE,0.206929352072085
240,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.493761255458319,-0.716438570386398,-0.27108394053024,0.113610874963306,,,,,,,,,,,,,TRUE,0.445354629856158
241,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.627352146763131,-0.832385613886597,-0.422318679639665,0.104608911797687,,,,,,,,,,,,,TRUE,0.410066934246933
241,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.606118387524818,-0.69990570019009,-0.512331074859545,0.0478506697271798,,,,,,,,,,,,,TRUE,0.187574625330545
241,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.685815223731724,-0.884888157721279,-0.486742289742169,0.101567823464059,,,,,,,,,,,,,TRUE,0.39814586797911
242,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.6668568134439,-0.831721402523895,-0.501992224363905,0.0841145862653036,,,,,,,,,,,,,TRUE,0.32972917815999
242,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.537477427874158,-0.619760390732713,-0.455194465015603,0.0419811034992626,,,,,,,,,,,,,TRUE,0.164565925717109
242,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.720322207361846,-0.880398773417492,-0.560245641306201,0.0816717173753293,,,,,,,,,,,,,TRUE,0.320153132111291
243,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-1.03517379657262,-1.27647304802673,-0.793874545118498,0.123111862986795,,,,,,,,,,,,,FALSE,0.482598502908235
243,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.581328433297051,-0.680880671045452,-0.48177619554865,0.0507919580348984,,,,,,,,,,,,,TRUE,0.199104475496801
243,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-1.04933951557437,-1.29014881420692,-0.808530216941813,0.122861887057425,,,,,,,,,,,,,FALSE,0.481618597265105
244,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.864366335021175,-1.26988309163424,-0.458849578408107,0.206896304394422,,,,,,,,,,,,,TRUE,0.811033513226135
244,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.40260670576945,-0.524060785872252,-0.281152625666648,0.0619663673993888,,,,,,,,,,,,,FALSE,0.242908160205604
244,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.927224419623623,-1.32335913299255,-0.531089706254699,0.202109547637206,,,,,,,,,,,,,TRUE,0.792269426737849
245,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-1.00807213996682,-1.33660139810192,-0.679542881831728,0.167616968436273,,,,,,,,,,,,,FALSE,0.65705851627019
245,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.633837576292462,-0.744381065206363,-0.523294087378561,0.0563997392417863,,,,,,,,,,,,,TRUE,0.221086977827802
245,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-1.01139571532042,-1.33955424094055,-0.683237189700282,0.167427819193946,,,,,,,,,,,,,FALSE,0.656317051240266
246,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.689792407821372,-0.89835349098114,-0.481231324661604,0.106408715897841,,,,,,,,,,,,,TRUE,0.417122166319536
246,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.573823463298736,-0.63797588457979,-0.509671042017682,0.0327308271842113,,,,,,,,,,,,,TRUE,0.128304842562108
246,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.770794376263151,-0.973146244587232,-0.56844250793907,0.103240749144939,,,,,,,,,,,,,TRUE,0.404703736648161
247,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.400978659712403,-0.715986430521257,-0.0859708889035483,0.160718250412681,,,,,,,,,,,,,TRUE,0.630015541617708
247,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.731660289265498,-0.831061538339674,-0.632259040191322,0.0507149229970284,,,,,,,,,,,,,FALSE,0.198802498148351
247,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.416208058571996,-0.728536262006154,-0.103879855137839,0.159351124201101,,,,,,,,,,,,,TRUE,0.624656406868314
248,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-1.06619183519213,-1.48678670399239,-0.645596966391874,0.214589218775641,,,,,,,,,,,,,FALSE,0.841189737600512
248,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-1.00904501187965,-1.13371578073009,-0.88437424302921,0.0636075351277751,,,,,,,,,,,,,FALSE,0.249341537700878
248,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-1.11185657464371,-1.52940470086718,-0.694308448420235,0.213034758277282,,,,,,,,,,,,,FALSE,0.835096252446946
249,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.590465056394915,-0.881255293753725,-0.299674819036105,0.148362365999393,,,,,,,,,,,,,TRUE,0.581580474717621
249,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.574461629835429,-0.64746667775958,-0.501456581911279,0.0372474734306892,,,,,,,,,,,,,TRUE,0.146010095848302
249,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.6163321481772,-0.902506847041252,-0.330157449313148,0.146007499420435,,,,,,,,,,,,,TRUE,0.572349397728104
250,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.366988194577274,-0.664239340320198,-0.0697370488343505,0.151658747828022,,,,,,,,,,,,,TRUE,0.594502291485847
250,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.417235673893232,-0.524152009283981,-0.310319338502484,0.0545491507095654,,,,,,,,,,,,,FALSE,0.213832670781497
250,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.373766409283267,-0.668962430716035,-0.0785703878505,0.150610215016718,,,,,,,,,,,,,TRUE,0.590392042865535
251,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.87619011521607,-1.2901865032731,-0.462193727159039,0.211222646967873,,,,,,,,,,,,,TRUE,0.827992776114063
251,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-1.07746002974252,-1.21059519169944,-0.944324867785599,0.0679261030392439,,,,,,,,,,,,,FALSE,0.266270323913836
251,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.892252482510646,-1.30390248047492,-0.480602484546368,0.210025509165448,,,,,,,,,,,,,TRUE,0.823299995928556
252,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.724032569629529,-1.00109238906569,-0.446972750193369,0.141357050732735,,,,,,,,,,,,,TRUE,0.554119638872321
252,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.566774035078761,-0.664698667833292,-0.468849402324229,0.0499615473237406,,,,,,,,,,,,,TRUE,0.195849265509063
252,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.767825828607493,-1.039649275006,-0.496002382208989,0.138685431835971,,,,,,,,,,,,,TRUE,0.543646892797007
253,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.768797321084705,-1.15573899061253,-0.381855651556876,0.197419219146852,,,,,,,,,,,,,TRUE,0.773883339055659
253,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.914648366199111,-1.03696996810041,-0.79232676429781,0.062408980561888,,,,,,,,,,,,,FALSE,0.244643203802601
253,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.817129262664476,-1.19501984373757,-0.439238681591383,0.192801316874027,,,,,,,,,,,,,TRUE,0.755781162146186
254,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.645292911435596,-0.836926524576538,-0.453659298294653,0.0977722516025218,,,,,,,,,,,,,TRUE,0.383267226281886
254,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.724833159582548,-0.828699652951273,-0.620966666213823,0.0529931088615944,,,,,,,,,,,,,FALSE,0.20773298673745
254,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.696096901617573,-0.883264994102442,-0.508928809132704,0.0954939247371779,,,,,,,,,,,,,TRUE,0.374336184969738
255,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.614049080734609,-0.973385285449841,-0.254712876019377,0.183334798324098,,,,,,,,,,,,,TRUE,0.718672409430464
255,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.718712729095112,-0.803554350045694,-0.633871108144531,0.0432865413013172,,,,,,,,,,,,,FALSE,0.169683241901163
255,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.622243630553101,-0.978142489870381,-0.26634477123582,0.181581050672082,,,,,,,,,,,,,TRUE,0.711797718634562
256,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.747372373483518,-1.0343589089055,-0.460385838061539,0.146421701745908,,,,,,,,,,,,,TRUE,0.573973070843958
256,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.632951545688159,-0.70140675539039,-0.564496335985929,0.0349261273990974,,,,,,,,,,,,,TRUE,0.136910419404462
256,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.766767713451584,-1.05048133912172,-0.483054087781451,0.144751849831701,,,,,,,,,,,,,TRUE,0.567427251340266
257,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.723899241732084,-1.10205199549166,-0.345746487972505,0.192935078448765,,,,,,,,,,,,,TRUE,0.756305507519158
257,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.308600157380222,-0.417351976237143,-0.199848338523301,0.055485621865776,,,,,,,,,,,,,FALSE,0.217503637713842
257,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.728892544554132,-1.09575698491675,-0.362028104191513,0.187175734878887,,,,,,,,,,,,,TRUE,0.733728880725238
258,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.908826468631549,-1.20948745513753,-0.608165482125567,0.153398462503052,,,,,,,,,,,,,FALSE,0.601321973011964
258,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.616961785906009,-0.727095880227923,-0.506827691584094,0.0561908644499563,,,,,,,,,,,,,TRUE,0.220268188643829
258,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.948749533922294,-1.24449765455177,-0.653001413292814,0.150891898280347,,,,,,,,,,,,,FALSE,0.59149624125896
259,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.700408297863985,-1.02137407363423,-0.379442522093742,0.163758048862369,,,,,,,,,,,,,TRUE,0.641931551540486
259,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.795956314478888,-0.917754378593434,-0.674158250364341,0.0621418694461973,,,,,,,,,,,,,FALSE,0.243596128229093
259,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.709034249775051,-1.02769789706147,-0.390370602488633,0.162583493513478,,,,,,,,,,,,,TRUE,0.637327294572835
260,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.738980127106526,-1.04753109945694,-0.430429154756113,0.157423965484905,,,,,,,,,,,,,TRUE,0.617101944700827
260,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.758963241796175,-0.840479688587116,-0.677446795005234,0.0415900238729291,,,,,,,,,,,,,FALSE,0.163032893581882
260,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.762055825493135,-1.06648168438114,-0.45762996660513,0.155319315759186,,,,,,,,,,,,,TRUE,0.60885171777601
261,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.549281885759371,-0.74046163055503,-0.358102140963711,0.0975406861202343,,,,,,,,,,,,,TRUE,0.382359489591319
261,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.420814433467494,-0.515535366079834,-0.326093500855155,0.0483270064348671,,,,,,,,,,,,,FALSE,0.189441865224679
261,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.58482307552954,-0.772842964340471,-0.396803186718608,0.095928514699455,,,,,,,,,,,,,TRUE,0.376039777621864
262,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.538852976859091,-0.955277535809177,-0.122428417909006,0.212461509668411,,,,,,,,,,,,,TRUE,0.832849117900172
262,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.846559736832322,-0.932348792396902,-0.760770681267741,0.0437699263084594,,,,,,,,,,,,,FALSE,0.171578111129161
262,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.554038041198156,-0.968884165319726,-0.139191917076587,0.211656185776311,,,,,,,,,,,,,TRUE,0.82969224824314
263,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.891766563588611,-1.18765215811469,-0.595880969062536,0.150962038023508,,,,,,,,,,,,,TRUE,0.59177118905215
263,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.946794310746417,-1.05182228459683,-0.841766336896001,0.0535857009440899,,,,,,,,,,,,,FALSE,0.210055947700833
263,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-1.01348350762277,-1.30628456667879,-0.720682448566752,0.149388295436744,,,,,,,,,,,,,FALSE,0.585602118112038
264,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.678194541134306,-0.998337013279154,-0.358052068989458,0.163337995992269,,,,,,,,,,,,,TRUE,0.640284944289696
264,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.571341352534901,-0.683134177562774,-0.459548527507029,0.0570371556264655,,,,,,,,,,,,,TRUE,0.223585650055745
264,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.713069140928515,-1.02813332849948,-0.398004953357546,0.160747034474984,,,,,,,,,,,,,TRUE,0.630128375141937
265,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.442017894922157,-0.729137240299668,-0.154898549544646,0.146489461927302,,,,,,,,,,,,,TRUE,0.574238690755023
265,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.625379680433985,-0.707684258477572,-0.543075102390399,0.041992131654891,,,,,,,,,,,,,TRUE,0.164609156087173
265,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.448171294375007,-0.733458112479364,-0.16288447627065,0.145554499032835,,,,,,,,,,,,,TRUE,0.570573636208714
266,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.50975057525715,-0.835929591611891,-0.183571558902408,0.166417865487113,,,,,,,,,,,,,TRUE,0.652358032709483
266,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.628420222089476,-0.742236663249915,-0.514603780929037,0.0580696128369587,,,,,,,,,,,,,TRUE,0.227632882320878
266,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.525190713288131,-0.843030769706847,-0.207350656869416,0.162163294091181,,,,,,,,,,,,,TRUE,0.635680112837431
267,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.574475799214014,-0.974908097717621,-0.174043500710408,0.204302193114085,,,,,,,,,,,,,TRUE,0.800864597007213
267,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.228423999591724,-0.351927183615894,-0.104920815567553,0.0630118285837606,,,,,,,,,,,,,FALSE,0.247006368048341
267,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.664253286210565,-1.04963966820893,-0.2788669042122,0.196625705101207,,,,,,,,,,,,,TRUE,0.77077276399673
268,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.545731683532024,-0.845630534408618,-0.245832832655429,0.153009617794181,,,,,,,,,,,,,TRUE,0.599797701753188
268,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.64461947586575,-0.725532766873311,-0.56370618485819,0.0412822913303881,,,,,,,,,,,,,TRUE,0.161826582015121
268,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.59818755463581,-0.891099140924369,-0.305275968347252,0.149444686881918,,,,,,,,,,,,,TRUE,0.585823172577117
269,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.620423599236668,-0.853808111914307,-0.387039086559028,0.119073730957979,,,,,,,,,,,,,TRUE,0.466769025355279
269,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.258595750220087,-0.353373537281196,-0.163817963158978,0.0483560138066884,,,,,,,,,,,,,FALSE,0.189555574122218
269,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.667113588641984,-0.895792307724702,-0.438434869559265,0.11667281585853,,,,,,,,,,,,,TRUE,0.457357438165437
270,phase_and_ascertainment,ITS,large_scale_comparison,Wald,-0.597837000755621,-0.687865923739292,-0.953940733902486,-0.421791113576097,0.135752454164895,,,,,,,,,,,,,TRUE,0.53214962032639
270,phase_and_ascertainment,GAM,large_scale_comparison,Wald,-0.597837000755621,-0.612997596020302,-0.718574351721824,-0.50742084031878,0.0538656916844502,,,,,,,,,,,,,TRUE,0.211153511403045
270,phase_and_ascertainment,Aligned NB,large_scale_comparison,Wald,-0.597837000755621,-0.716924778613606,-0.980670345779829,-0.453179211447384,0.134564064880726,,,,,,,,,,,,,TRUE,0.527491134332445
