season_id,n_abs,median_intensity,sd_intensity,iqr_intensity,p10,p90,prop_within_5pct
2023-2024,60,0.915762757146674,0.0488307107504171,0.0537693971971038,0.86529702970297,0.962586713697825,0.75
2024-2025,60,1.02042378216731,0.0349156699777988,0.0524768482433405,0.973582089552239,1.05449879227053,0.866666666666667
2025-2026,60,1.02729311723519,0.0299618569617704,0.0373568419500525,0.986895824698611,1.05574165477555,0.933333333333333
